100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_23:00:05.27,99.9,99.9,999.9,001,1.10,2.19,-0.54,2.51,26.57,0.37,3.47,-0.27,3.50,6.01,4.75,7.31,-0.15,8.72,33.02,-1.83,2.19,0.93,3.00,320.19,-0.37,0.73,2.01,2.17,333.43,0.73,1.10,-3.28,3.54,33.69,9.87,0.00,-0.64,9.89,90.00,-0.73,14.62,3.33,15.01,357.14,10.23,17.55,0.78,20.33,30.26,-19.01,-1.10,-2.40,19.19,266.70
20201120_23:00:05.79,99.9,99.9,999.9,001,0.73,2.19,-0.49,2.36,18.43,0.73,2.19,-0.29,2.33,18.43,4.75,7.31,-0.15,8.72,33.02,-1.83,2.19,0.93,3.00,320.19,-0.37,0.73,2.01,2.17,333.43,0.73,1.10,-3.28,3.54,33.69,9.87,0.00,-0.64,9.89,90.00,-0.73,14.62,3.33,15.01,357.14,10.23,17.55,0.78,20.33,30.26,3.29,-1.10,0.59,3.52,108.43
20201120_23:00:06.32,99.9,99.9,999.9,001,0.73,2.19,-0.49,2.36,18.43,0.73,2.19,-0.29,2.33,18.43,4.75,6.94,-0.20,8.42,34.38,-1.83,2.19,0.93,3.00,320.19,-0.37,0.73,2.01,2.17,333.43,0.37,0.73,-3.18,3.29,26.57,10.60,0.00,-0.54,10.61,90.00,-0.73,14.62,3.33,15.01,357.14,10.23,17.55,0.78,20.33,30.26,3.29,0.00,0.73,3.37,90.00
20201120_23:00:06.85,99.9,99.9,999.9,001,0.73,2.19,-0.49,2.36,18.43,0.73,2.19,-0.29,2.33,18.43,4.75,7.68,-0.29,9.03,31.76,-1.83,2.19,0.93,3.00,320.19,-0.37,0.73,2.01,2.17,333.43,0.00,0.73,-3.13,3.22,0.00,10.60,0.00,-0.54,10.61,90.00,-0.73,14.62,3.33,15.01,357.14,10.23,17.55,0.78,20.33,30.26,3.29,0.00,0.73,3.37,90.00
20201120_23:00:07.38,99.9,99.9,999.9,001,1.10,0.73,-0.34,1.36,56.31,0.37,1.46,-0.34,1.55,14.04,4.75,7.68,-0.29,9.03,31.76,-1.83,2.74,0.86,3.40,326.31,-0.37,0.73,2.01,2.17,333.43,15.72,0.73,-1.03,15.77,87.34,10.60,0.00,-0.54,10.61,90.00,2.19,14.62,3.72,15.25,8.53,10.23,17.55,0.78,20.33,30.26,3.29,0.00,0.73,3.37,90.00
20201120_23:00:07.90,99.9,99.9,999.9,001,1.10,0.73,-0.34,1.36,56.31,0.37,1.46,-0.34,1.55,14.04,4.75,7.68,-0.29,9.03,31.76,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,15.72,0.73,-1.03,15.77,87.34,10.60,0.00,-0.54,10.61,90.00,2.19,14.62,3.72,15.25,8.53,10.23,17.55,0.78,20.33,30.26,3.29,8.22,1.84,9.05,21.80
20201120_23:00:08.43,99.9,99.9,999.9,001,1.46,0.73,-0.39,1.68,63.43,0.37,1.46,-0.34,1.55,14.04,4.75,7.68,-0.29,9.03,31.76,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,14.80,0.73,-0.91,14.85,87.17,0.37,0.00,0.83,0.91,90.00,2.19,14.62,3.72,15.25,8.53,10.23,17.55,0.78,20.33,30.26,3.29,8.22,1.84,9.05,21.80
20201120_23:00:08.96,99.9,99.9,999.9,001,0.55,0.73,-0.27,0.95,36.87,0.37,2.19,-0.24,2.24,9.46,4.75,7.31,-0.34,8.73,33.02,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,14.80,0.73,-0.91,14.85,87.17,0.37,0.00,0.83,0.91,90.00,2.19,14.62,3.72,15.25,8.53,10.23,17.55,0.78,20.33,30.26,3.29,8.22,1.84,9.05,21.80
20201120_23:00:09.48,99.9,99.9,999.9,001,0.55,0.73,-0.27,0.95,36.87,0.73,2.19,-0.29,2.33,18.43,4.75,6.94,-0.39,8.42,34.38,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,7.13,-0.73,-2.13,7.48,95.86,0.37,0.00,0.83,0.91,90.00,2.19,-0.37,1.71,2.81,99.46,10.23,17.55,0.78,20.33,30.26,3.29,8.22,1.84,9.05,21.80
20201120_23:00:10.01,99.9,99.9,999.9,001,1.46,0.55,-0.37,1.60,69.44,0.73,2.19,-0.29,2.33,18.43,4.75,6.58,-0.34,8.12,35.84,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,7.13,-0.37,-2.18,7.46,92.94,0.37,0.00,0.83,0.91,90.00,2.19,-0.37,1.71,2.81,99.46,10.23,17.55,0.78,20.33,30.26,3.29,8.22,1.84,9.05,21.80
20201120_23:00:10.54,99.9,99.9,999.9,001,1.46,0.73,-0.39,1.68,63.43,0.73,2.19,-0.29,2.33,18.43,4.75,6.21,-0.29,7.83,37.41,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,7.13,-0.37,-2.18,7.46,92.94,0.37,-5.30,0.12,5.31,176.05,2.19,-0.37,1.71,2.81,99.46,10.23,-0.37,-1.62,10.37,92.05,3.29,8.22,1.84,9.05,21.80
20201120_23:00:11.06,99.9,99.9,999.9,001,1.46,0.73,-0.39,1.68,63.43,1.46,2.56,-0.15,2.95,29.74,4.75,5.12,-0.34,6.99,42.88,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,7.13,-0.37,-2.18,7.46,92.94,0.37,-10.60,-0.59,10.62,178.03,2.19,-0.37,1.71,2.81,99.46,10.23,-0.37,-1.62,10.37,92.05,3.29,8.22,1.84,9.05,21.80
20201120_23:00:11.59,99.9,99.9,999.9,001,-0.37,0.73,-0.15,0.83,333.43,1.83,2.56,-0.10,3.15,35.54,4.75,4.39,-0.44,6.48,47.29,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,6.21,-0.37,-2.06,6.56,93.37,0.37,-10.60,-0.59,10.62,178.03,0.00,-0.37,2.01,2.04,180.00,14.99,-0.37,-0.98,15.02,91.40,21.57,16.45,0.69,27.13,52.67
20201120_23:00:12.12,99.9,99.9,999.9,001,1.46,1.10,-0.34,1.86,53.13,1.10,2.56,-0.10,2.79,23.20,4.39,2.92,-0.49,5.29,56.31,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,6.21,-0.73,-2.01,6.57,96.71,0.37,-10.60,-0.59,10.62,178.03,0.00,-0.37,2.01,2.04,180.00,14.99,-0.37,-0.98,15.02,91.40,21.57,16.45,0.69,27.13,52.67
20201120_23:00:12.64,99.9,99.9,999.9,001,-0.37,1.10,-0.10,1.16,341.57,1.83,4.02,0.10,4.42,24.44,4.39,2.56,-0.54,5.11,59.74,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,-1.46,0.37,-2.89,3.26,284.04,0.37,-10.60,-0.59,10.62,178.03,0.00,-0.37,2.01,2.04,180.00,14.99,-0.37,-0.98,15.02,91.40,21.57,17.18,0.59,27.58,51.46
20201120_23:00:13.17,99.9,99.9,999.9,001,-0.37,1.10,-0.10,1.16,341.57,1.83,5.12,-0.05,5.43,19.65,4.02,2.19,-0.54,4.61,61.39,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,-1.46,0.37,-2.89,3.26,284.04,0.55,-10.60,-0.56,10.63,177.04,0.00,-0.37,2.01,2.04,180.00,12.79,-0.37,-1.27,12.86,91.64,21.57,17.18,0.59,27.58,51.46
20201120_23:00:13.70,99.9,99.9,999.9,001,-0.37,1.10,-0.10,1.16,341.57,1.83,5.12,-0.05,5.43,19.65,4.39,2.19,-0.59,4.94,63.43,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,-1.46,0.37,-2.89,3.26,284.04,0.73,-10.60,-0.54,10.64,176.05,0.00,-0.37,2.01,2.04,180.00,12.79,-0.37,-1.27,12.86,91.64,21.57,17.18,0.59,27.58,51.46
20201120_23:00:14.23,99.9,99.9,999.9,001,1.83,1.46,-0.44,2.38,51.34,2.56,6.58,0.05,7.06,21.25,4.39,1.83,-0.54,4.78,67.38,-1.83,3.29,0.78,3.84,330.95,-0.37,0.73,2.01,2.17,333.43,-1.46,0.37,-2.89,3.26,284.04,0.73,-10.60,-0.54,10.64,176.05,0.00,7.13,3.01,7.74,0.00,12.79,-0.37,-1.27,12.86,91.64,10.42,17.18,-0.91,20.11,31.23
20201120_23:00:14.75,99.9,99.9,999.9,001,1.83,1.46,-0.44,2.38,51.34,2.56,7.68,-0.10,8.09,18.43,4.02,1.83,-0.49,4.44,65.56,-1.83,3.66,0.73,4.15,333.43,-0.37,0.73,2.01,2.17,333.43,-1.46,1.46,-2.74,3.43,315.00,0.73,-5.30,0.17,5.35,172.15,0.00,14.62,4.02,15.16,0.00,12.79,-0.37,-1.27,12.86,91.64,10.42,17.55,-0.86,20.42,30.70
20201120_23:00:15.28,99.9,99.9,999.9,001,2.19,2.01,-0.56,3.03,47.49,2.92,6.21,-0.34,6.88,25.20,3.66,1.83,-0.54,4.12,63.43,-1.83,3.66,0.73,4.15,333.43,-0.37,0.73,2.01,2.17,333.43,-1.46,1.10,-2.69,3.25,306.87,0.73,-10.23,-0.49,10.27,175.91,0.00,14.62,4.02,15.16,0.00,1.83,-0.37,0.20,1.87,101.31,10.42,17.55,-0.86,20.42,30.70
20201120_23:00:15.81,99.9,99.9,999.9,001,2.19,1.46,-0.49,2.68,56.31,5.12,6.94,-0.73,8.66,36.38,4.39,1.83,-0.54,4.78,67.38,-1.83,3.66,0.73,4.15,333.43,-0.37,0.73,2.01,2.17,333.43,-1.46,1.10,-2.69,3.25,306.87,0.55,-5.48,0.22,5.51,174.29,0.00,14.62,4.02,15.16,0.00,1.83,-0.37,0.20,1.87,101.31,10.42,17.55,-0.86,20.42,30.70
20201120_23:00:16.33,99.9,99.9,999.9,001,2.19,1.46,-0.49,2.68,56.31,5.12,6.94,-0.73,8.66,36.38,4.39,2.19,-0.49,4.93,63.43,-1.83,3.66,0.73,4.15,333.43,-0.37,0.73,2.01,2.17,333.43,-1.46,0.00,-2.84,3.19,270.00,0.55,-5.48,0.22,5.51,174.29,0.00,14.62,4.02,15.16,0.00,1.83,-0.37,0.20,1.87,101.31,10.42,17.55,-0.86,20.42,30.70
20201120_23:00:16.86,99.9,99.9,999.9,001,3.29,2.01,-0.71,3.92,58.57,5.12,6.94,-0.73,8.66,36.38,4.02,2.19,-0.44,4.60,61.39,-4.39,3.66,0.39,5.72,309.81,-0.37,0.73,2.01,2.17,333.43,-1.46,0.00,-2.84,3.19,270.00,0.37,-5.48,0.20,5.50,176.19,0.00,0.00,5.97,5.97,0.00,-0.37,-0.37,-0.10,0.53,225.00,-0.73,17.55,-2.35,17.72,357.61
20201120_23:00:17.39,99.9,99.9,999.9,001,4.39,2.01,-0.86,4.90,65.38,5.12,5.48,-0.93,7.56,43.03,4.02,2.19,-0.44,4.60,61.39,-4.39,3.66,0.39,5.72,309.81,-0.37,0.73,2.01,2.17,333.43,-1.46,0.00,-2.84,3.19,270.00,0.37,-5.48,0.20,5.50,176.19,0.00,0.00,5.97,5.97,0.00,-0.37,-0.37,-0.10,0.53,225.00,-0.73,17.55,-2.35,17.72,357.61
20201120_23:00:17.91,99.9,99.9,999.9,001,4.39,2.01,-0.86,4.90,65.38,5.48,5.48,-0.88,7.80,45.00,4.02,2.19,-0.44,4.60,61.39,-4.39,3.66,0.39,5.72,309.81,-0.37,0.73,2.01,2.17,333.43,-1.46,-1.10,-2.99,3.50,233.13,0.37,-5.48,0.20,5.50,176.19,1.10,5.85,5.04,7.80,10.62,-0.37,-0.37,-0.10,0.53,225.00,-1.10,0.00,0.05,1.10,270.00
20201120_23:00:18.44,99.9,99.9,999.9,001,4.39,1.83,-0.83,4.82,67.38,5.48,5.12,-0.93,7.56,46.97,4.02,2.19,-0.44,4.60,61.39,-4.39,3.66,0.39,5.72,309.81,-0.37,0.73,2.01,2.17,333.43,-1.46,-1.10,-2.99,3.50,233.13,0.37,-5.48,0.20,5.50,176.19,1.10,5.85,5.04,7.80,10.62,-0.37,-0.37,-0.10,0.53,225.00,-1.10,0.00,0.05,1.10,270.00
20201120_23:00:18.97,99.9,99.9,999.9,001,4.39,1.83,-0.83,4.82,67.38,6.21,5.12,-0.83,8.09,50.53,3.66,2.19,-0.39,4.28,59.04,-4.39,3.66,0.39,5.72,309.81,-0.37,0.73,2.01,2.17,333.43,0.00,-1.10,-3.18,3.37,180.00,0.37,-5.48,0.20,5.50,176.19,1.10,5.85,5.04,7.80,10.62,-0.37,-0.37,-0.10,0.53,225.00,-1.10,8.22,-1.05,8.36,352.41
20201120_23:00:19.50,99.9,99.9,999.9,001,4.39,1.83,-0.83,4.82,67.38,5.12,4.39,-0.78,6.79,49.40,3.66,2.56,-0.44,4.48,55.01,-4.39,3.66,0.39,5.72,309.81,-0.37,0.73,2.01,2.17,333.43,0.00,-1.10,-3.18,3.37,180.00,0.37,-5.48,0.20,5.50,176.19,1.10,5.85,5.04,7.80,10.62,-0.37,-0.37,-0.10,0.53,225.00,-1.10,8.22,-1.05,8.36,352.41
20201120_23:00:20.02,99.9,99.9,999.9,001,2.56,1.83,-0.59,3.20,54.46,4.39,4.39,-0.69,6.24,45.00,4.02,2.92,-0.44,4.99,53.97,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,0.00,-1.10,-3.18,3.37,180.00,0.37,-10.60,-0.49,10.62,178.03,1.10,5.85,5.04,7.80,10.62,-0.37,-0.37,-0.10,0.53,225.00,-1.10,8.22,-1.05,8.36,352.41
20201120_23:00:20.55,99.9,99.9,999.9,001,1.83,1.83,-0.49,2.63,45.00,4.02,4.39,-0.64,5.98,42.51,4.39,3.29,-0.54,5.51,53.13,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,-1.10,-1.10,-3.33,3.67,225.00,-1.10,-10.60,-0.29,10.66,185.91,1.10,5.85,5.04,7.80,10.62,-0.37,-0.37,-0.10,0.53,225.00,21.93,8.22,2.03,23.51,69.44
20201120_23:00:21.08,99.9,99.9,999.9,001,1.46,1.10,-0.34,1.86,53.13,4.02,4.39,-0.64,5.98,42.51,4.39,3.66,-0.59,5.74,50.19,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,-1.10,-1.10,-3.33,3.67,225.00,-1.10,-10.60,-0.29,10.66,185.91,1.10,5.85,5.04,7.80,10.62,-0.37,-0.37,-0.10,0.53,225.00,21.93,8.22,2.03,23.51,69.44
20201120_23:00:21.60,99.9,99.9,999.9,001,1.46,1.10,-0.34,1.86,53.13,4.02,4.39,-0.64,5.98,42.51,4.39,3.66,-0.59,5.74,50.19,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,-1.10,17.55,-0.83,17.60,356.42,-1.10,-10.60,-0.29,10.66,185.91,-0.55,5.85,5.26,7.89,354.64,-0.37,-0.37,-0.10,0.53,225.00,21.93,16.45,0.93,27.43,53.13
20201120_23:00:22.13,99.9,99.9,999.9,001,1.46,1.10,-0.34,1.86,53.13,4.02,4.75,-0.59,6.25,40.24,4.75,4.39,-0.73,6.51,47.29,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,-1.10,17.55,-0.83,17.60,356.42,-1.10,-9.50,-0.44,9.58,186.58,-0.55,11.70,4.48,12.54,357.32,8.77,-0.37,-1.32,8.88,92.39,21.93,16.45,0.93,27.43,53.13
20201120_23:00:22.66,99.9,99.9,999.9,001,1.46,0.00,-0.49,1.54,90.00,4.02,4.75,-0.69,6.26,40.24,5.48,4.75,-0.78,7.30,49.09,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,-1.10,17.55,-0.83,17.60,356.42,-1.10,-9.50,-0.44,9.58,186.58,-0.55,11.70,4.48,12.54,357.32,8.77,-0.37,-1.32,8.88,92.39,21.93,16.45,0.93,27.43,53.13
20201120_23:00:23.18,99.9,99.9,999.9,001,1.46,0.00,-0.59,1.58,90.00,4.75,4.75,-0.59,6.75,45.00,6.21,6.21,-0.69,8.81,45.00,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,-1.10,17.55,-0.83,17.60,356.42,-1.10,0.73,0.93,1.61,303.69,-1.46,11.70,4.60,12.65,352.87,8.77,-0.37,-1.32,8.88,92.39,21.93,17.00,0.86,27.76,52.22
20201120_23:00:23.71,99.9,99.9,999.9,001,1.46,0.00,-0.59,1.58,90.00,4.75,4.39,-0.54,6.49,47.29,6.58,6.58,-0.78,9.34,45.00,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,-0.91,17.55,-0.86,17.59,357.02,-1.10,0.73,0.93,1.61,303.69,-1.46,11.70,4.60,12.65,352.87,8.77,-0.37,-1.32,8.88,92.39,21.93,17.00,0.86,27.76,52.22
20201120_23:00:24.24,99.9,99.9,999.9,001,1.46,0.00,-0.59,1.58,90.00,4.02,4.39,-0.64,5.98,42.51,7.68,6.21,-0.88,9.92,51.01,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,-0.73,17.55,-0.88,17.58,357.61,-1.10,0.73,0.93,1.61,303.69,-1.46,-4.02,6.71,7.96,199.98,8.77,-0.37,-1.32,8.88,92.39,21.93,17.55,0.78,28.10,51.34
20201120_23:00:24.76,99.9,99.9,999.9,001,1.46,0.00,-0.59,1.58,90.00,4.02,4.75,-0.69,6.26,40.24,7.68,6.21,-0.88,9.92,51.01,-4.39,0.37,-0.05,4.40,274.76,-0.37,0.73,2.01,2.17,333.43,-0.73,8.96,-2.03,9.21,355.33,-1.10,0.73,0.93,1.61,303.69,-1.46,-4.02,6.71,7.96,199.98,10.23,-0.37,-1.52,10.35,92.05,21.93,17.55,0.78,28.10,51.34
20201120_23:00:25.29,99.9,99.9,999.9,001,1.46,0.00,-0.59,1.58,90.00,4.02,4.75,-0.69,6.26,40.24,7.68,6.21,-0.88,9.92,51.01,3.29,-2.56,1.37,4.39,127.87,-0.37,0.73,2.01,2.17,333.43,-0.73,8.96,-2.03,9.21,355.33,-1.10,0.37,0.88,1.45,288.43,-1.46,-4.02,6.71,7.96,199.98,10.23,-0.37,-1.52,10.35,92.05,21.93,17.55,0.78,28.10,51.34
20201120_23:00:25.82,99.9,99.9,999.9,001,1.46,0.00,-0.59,1.58,90.00,4.39,4.39,-0.69,6.24,45.00,7.68,6.21,-0.88,9.92,51.01,3.29,-2.56,1.37,4.39,127.87,-0.37,0.73,2.01,2.17,333.43,-0.73,8.96,-2.03,9.21,355.33,-1.10,0.73,0.93,1.61,303.69,-1.46,-4.02,6.71,7.96,199.98,10.23,-0.37,-1.52,10.35,92.05,0.00,17.55,3.72,17.94,0.00
20201120_23:00:26.35,99.9,99.9,999.9,001,1.46,0.91,-0.66,1.85,57.99,4.39,4.02,-0.73,6.00,47.49,7.68,6.21,-0.88,9.92,51.01,3.29,-0.73,1.62,3.74,102.53,-0.37,0.73,2.01,2.17,333.43,-0.73,8.96,-2.03,9.21,355.33,-1.10,0.73,0.93,1.61,303.69,-1.46,-4.02,6.71,7.96,199.98,10.23,6.21,-0.64,11.99,58.74,0.00,17.55,3.72,17.94,0.00
20201120_23:00:26.87,99.9,99.9,999.9,001,1.83,1.64,-0.81,2.59,48.01,4.02,4.02,-0.78,5.74,45.00,8.04,6.94,-1.03,10.68,49.18,0.91,0.18,1.18,1.50,78.69,-0.37,0.73,2.01,2.17,333.43,-0.73,0.37,-3.18,3.29,296.57,-1.10,0.73,0.93,1.61,303.69,-0.73,-4.02,6.61,7.77,190.30,10.23,6.21,-0.64,11.99,58.74,0.00,17.55,3.72,17.94,0.00
20201120_23:00:27.40,99.9,99.9,999.9,001,0.37,1.64,-0.61,1.79,12.53,4.02,4.02,-0.78,5.74,45.00,7.68,6.94,-1.08,10.41,47.86,0.91,2.01,1.42,2.63,24.44,-0.37,0.73,2.01,2.17,333.43,-0.73,0.37,-3.18,3.29,296.57,10.23,1.10,-0.64,10.31,83.88,-0.73,-4.02,6.61,7.77,190.30,11.70,6.21,-0.83,13.27,62.02,0.00,16.08,3.92,16.55,0.00
20201120_23:00:27.93,99.9,99.9,999.9,001,0.37,1.28,-0.51,1.43,15.95,4.39,3.66,-0.78,5.76,50.19,7.68,7.31,-1.03,10.65,46.40,0.91,2.56,1.49,3.10,19.65,-0.37,0.73,2.01,2.17,333.43,-0.73,0.37,-3.18,3.29,296.57,10.23,1.46,-0.69,10.36,81.87,-0.73,-4.02,6.61,7.77,190.30,11.70,6.21,-0.83,13.27,62.02,0.00,12.43,4.41,13.19,0.00
20201120_23:00:28.45,99.9,99.9,999.9,001,0.37,1.28,-0.51,1.43,15.95,4.39,3.66,-0.78,5.76,50.19,7.68,6.94,-1.08,10.41,47.86,0.91,2.56,1.49,3.10,19.65,-0.37,0.73,2.01,2.17,333.43,-0.73,0.37,-3.18,3.29,296.57,10.23,1.46,-0.69,10.36,81.87,-0.73,-4.02,6.61,7.77,190.30,11.70,6.21,-0.83,13.27,62.02,0.00,11.33,4.26,12.11,0.00
20201120_23:00:28.98,99.9,99.9,999.9,001,0.37,0.73,-0.44,0.93,26.57,4.39,3.66,-0.78,5.76,50.19,7.31,6.94,-1.03,10.14,46.47,0.91,2.56,1.49,3.10,19.65,-0.37,0.73,2.01,2.17,333.43,-0.73,0.37,-3.18,3.29,296.57,10.23,1.46,-0.69,10.36,81.87,-0.73,-4.02,6.61,7.77,190.30,7.31,6.21,0.15,9.60,49.64,11.51,11.33,2.72,16.38,45.46
