100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_19:00:05.71,99.9,99.9,999.9,001,5.48,-2.19,0.83,5.96,111.80,2.92,0.73,0.78,3.11,75.96,4.39,0.00,1.96,4.80,90.00,0.73,-1.28,1.89,2.39,150.26,1.10,0.00,1.71,2.03,90.00,0.91,-0.73,-3.21,3.41,128.66,-0.37,0.00,0.54,0.65,270.00,0.91,0.73,5.75,5.87,51.34,5.67,-11.33,-0.61,12.68,153.43,-10.97,10.97,-1.76,15.61,315.00
20201120_19:00:06.24,99.9,99.9,999.9,001,5.48,-2.19,0.83,5.96,111.80,3.84,0.73,0.91,4.01,79.22,4.75,1.10,1.86,5.22,77.01,0.73,-1.28,1.89,2.39,150.26,1.10,0.00,1.71,2.03,90.00,-0.18,1.10,-2.82,3.03,350.54,-0.37,0.37,0.39,0.65,315.00,0.91,-3.29,6.29,7.16,164.48,5.67,-11.33,-0.61,12.68,153.43,-10.97,10.97,-1.76,15.61,315.00
20201120_19:00:06.76,99.9,99.9,999.9,001,5.48,-2.19,0.83,5.96,111.80,4.93,0.00,0.86,5.01,90.00,4.75,1.10,1.86,5.22,77.01,0.73,-1.28,1.89,2.39,150.26,1.10,0.00,1.71,2.03,90.00,-0.18,1.10,-2.82,3.03,350.54,-0.37,0.37,0.39,0.65,315.00,0.91,-3.29,6.29,7.16,164.48,6.58,-11.33,-0.73,13.12,149.86,-10.97,10.97,-1.76,15.61,315.00
20201120_19:00:07.29,99.9,99.9,999.9,001,4.20,-2.19,1.00,4.85,117.55,2.92,0.00,0.88,3.05,90.00,2.56,1.83,2.06,3.76,54.46,0.73,-1.28,1.89,2.39,150.26,1.10,0.00,1.71,2.03,90.00,-0.18,1.10,-2.82,3.03,350.54,-4.75,0.37,-0.20,4.77,274.40,2.56,0.37,6.56,7.05,81.87,6.58,-11.33,-0.73,13.12,149.86,-10.97,10.97,-1.76,15.61,315.00
20201120_19:00:07.82,99.9,99.9,999.9,001,4.20,-4.75,1.35,6.49,138.50,2.74,2.19,1.20,3.71,51.34,2.56,1.83,2.06,3.76,54.46,0.73,-1.28,1.89,2.39,150.26,1.10,0.00,1.71,2.03,90.00,-0.18,1.10,-2.82,3.03,350.54,-4.75,0.37,-0.20,4.77,274.40,2.56,0.37,6.56,7.05,81.87,6.58,-11.33,-0.73,13.12,149.86,-12.43,10.97,-1.96,16.69,311.42
20201120_19:00:08.35,99.9,99.9,999.9,001,4.20,-4.75,1.35,6.49,138.50,3.66,2.19,1.32,4.46,59.04,2.56,1.83,2.06,3.76,54.46,1.83,-2.56,1.57,3.51,144.46,1.10,0.00,1.71,2.03,90.00,-0.73,1.10,-2.89,3.18,326.31,-4.75,0.37,-0.20,4.77,274.40,2.56,0.37,6.56,7.05,81.87,6.58,-11.33,-0.73,13.12,149.86,-12.43,11.15,-1.93,16.81,311.89
20201120_19:00:08.87,99.9,99.9,999.9,001,4.20,-4.75,1.35,6.49,138.50,4.57,0.18,1.18,4.72,87.71,2.19,1.10,2.11,3.23,63.43,1.83,-2.74,1.59,3.66,146.31,1.10,0.00,1.71,2.03,90.00,0.37,0.18,-3.16,3.18,63.43,-9.87,0.00,-0.83,9.90,270.00,2.56,0.37,6.56,7.05,81.87,6.58,-11.33,-0.73,13.12,149.86,-12.43,10.97,-1.96,16.69,311.42
20201120_19:00:09.40,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,4.39,0.18,1.20,4.55,87.61,2.56,1.83,2.06,3.76,54.46,1.83,-1.83,1.76,3.13,135.00,1.10,-0.73,1.81,2.24,123.69,0.37,0.18,-3.16,3.18,63.43,-9.87,0.00,-0.83,9.90,270.00,2.56,0.37,6.56,7.05,81.87,6.58,-11.33,-0.73,13.12,149.86,-1.10,10.97,-3.48,11.56,354.29
20201120_19:00:09.93,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,5.48,0.18,1.05,5.59,88.09,4.39,-1.46,1.27,4.80,108.43,1.10,-0.73,2.11,2.48,123.69,1.10,-0.73,1.81,2.24,123.69,0.37,0.18,-3.16,3.18,63.43,-9.87,0.37,-0.78,9.91,272.12,-23.76,0.37,3.04,23.96,270.88,6.58,-11.33,-0.73,13.12,149.86,-1.10,9.87,-3.33,10.47,353.66
20201120_19:00:10.45,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,5.48,1.28,0.91,5.70,76.87,5.48,-1.46,1.13,5.79,104.93,1.83,-0.73,2.01,2.81,111.80,1.10,-0.73,1.81,2.24,123.69,0.37,0.18,-3.16,3.18,63.43,-9.87,0.37,-0.78,9.91,272.12,-23.76,0.37,3.04,23.96,270.88,6.58,-11.70,-0.78,13.44,150.64,-1.10,9.87,-3.33,10.47,353.66
20201120_19:00:10.98,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,4.39,1.46,1.08,4.75,71.57,5.85,-1.46,1.18,6.14,104.04,1.83,-0.73,2.01,2.81,111.80,1.10,-0.73,1.81,2.24,123.69,0.37,0.18,-3.16,3.18,63.43,-9.87,0.37,-0.78,9.91,272.12,-23.76,0.37,3.04,23.96,270.88,6.58,-11.70,-0.78,13.44,150.64,-1.10,9.87,-3.33,10.47,353.66
20201120_19:00:11.51,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,4.39,1.46,1.08,4.75,71.57,8.41,-1.10,0.69,8.51,97.43,1.83,-1.10,2.06,2.96,120.96,1.10,-0.73,1.81,2.24,123.69,0.37,-0.73,-3.28,3.38,153.43,-10.60,0.73,-0.64,10.64,273.95,-23.76,0.37,3.04,23.96,270.88,6.58,-11.70,-0.78,13.44,150.64,-0.37,9.87,-3.43,10.45,357.88
20201120_19:00:12.03,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,6.21,1.83,0.78,6.52,73.61,8.77,0.00,0.59,8.79,90.00,1.10,-1.10,2.15,2.65,135.00,1.10,-0.73,1.81,2.24,123.69,0.37,0.37,-3.13,3.18,45.00,-10.60,0.37,-0.59,10.62,271.97,-23.76,0.37,3.04,23.96,270.88,6.58,-11.70,-0.78,13.44,150.64,-0.37,9.87,-3.43,10.45,357.88
20201120_19:00:12.56,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,6.21,1.46,0.73,6.43,76.76,8.77,0.00,0.59,8.79,90.00,1.83,-1.10,2.06,2.96,120.96,1.10,-0.73,1.81,2.24,123.69,0.37,0.37,-3.13,3.18,45.00,-10.60,-4.93,-1.40,11.78,245.04,-23.76,0.37,3.04,23.96,270.88,4.02,-11.70,-0.44,12.38,161.03,-0.37,9.87,-3.43,10.45,357.88
20201120_19:00:13.09,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,6.21,1.46,0.73,6.43,76.76,5.48,0.00,1.03,5.58,90.00,1.10,-3.66,1.81,4.22,163.30,1.10,-0.73,1.81,2.24,123.69,0.37,0.37,-3.13,3.18,45.00,-10.60,-4.93,-1.40,11.78,245.04,-24.49,0.37,3.13,24.69,270.86,4.02,-11.70,-0.44,12.38,161.03,-0.37,9.87,-3.43,10.45,357.88
20201120_19:00:13.62,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,6.21,1.46,0.73,6.43,76.76,5.48,0.00,1.03,5.58,90.00,1.10,-3.66,1.81,4.22,163.30,1.10,-0.73,1.81,2.24,123.69,0.37,0.37,-3.13,3.18,45.00,-10.60,-4.93,-1.40,11.78,245.04,-24.49,0.37,3.13,24.69,270.86,4.02,-11.70,-0.44,12.38,161.03,-0.37,9.69,-3.40,10.27,357.84
20201120_19:00:14.14,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,4.02,1.83,1.08,4.55,65.56,5.48,0.00,1.03,5.58,90.00,1.10,-3.66,1.81,4.22,163.30,1.10,-0.73,1.81,2.24,123.69,0.37,1.46,-2.99,3.35,14.04,-10.60,-10.78,-2.13,15.27,224.51,-24.49,0.37,3.13,24.69,270.86,4.02,-11.70,-0.44,12.38,161.03,-0.37,9.69,-3.40,10.27,357.84
20201120_19:00:14.67,99.9,99.9,999.9,001,2.92,-4.75,1.52,5.78,148.39,4.02,1.83,1.08,4.55,65.56,5.48,0.00,1.03,5.58,90.00,1.10,-3.66,1.81,4.22,163.30,1.10,-0.73,1.81,2.24,123.69,0.37,1.46,-2.99,3.35,14.04,-10.05,-10.23,-2.28,14.52,224.48,-24.49,0.37,3.13,24.69,270.86,4.02,-11.70,-0.44,12.38,161.03,1.10,9.69,-3.21,10.26,6.46
20201120_19:00:15.20,99.9,99.9,999.9,001,1.10,-4.75,1.76,5.19,167.01,4.02,1.83,1.08,4.55,65.56,5.48,2.01,1.30,5.98,69.86,4.02,-3.66,1.42,5.62,132.27,0.73,-0.73,1.86,2.13,135.00,0.37,1.46,-2.99,3.35,14.04,-10.05,-10.23,-2.28,14.52,224.48,-24.49,0.37,3.13,24.69,270.86,4.75,-11.70,-0.54,12.64,157.89,1.10,9.50,-3.18,10.08,6.58
20201120_19:00:15.72,99.9,99.9,999.9,001,1.10,-4.75,1.76,5.19,167.01,4.02,1.83,1.08,4.55,65.56,5.12,3.66,1.47,6.46,54.46,4.02,-3.66,1.42,5.62,132.27,0.73,-0.73,1.86,2.13,135.00,0.37,1.46,-2.99,3.35,14.04,-10.05,-10.23,-2.28,14.52,224.48,-24.49,0.37,3.13,24.69,270.86,4.75,-11.70,-0.54,12.64,157.89,1.10,9.50,-3.18,10.08,6.58
20201120_19:00:16.25,99.9,99.9,999.9,001,1.10,-4.75,1.76,5.19,167.01,6.21,1.46,0.73,6.43,76.76,4.75,3.66,1.42,6.16,52.43,4.02,-3.66,1.42,5.62,132.27,0.73,-0.73,1.86,2.13,135.00,0.37,-1.64,-3.40,3.80,167.47,-10.05,-10.23,-2.28,14.52,224.48,-24.49,0.37,3.13,24.69,270.86,5.48,-11.70,-0.64,12.93,154.89,1.10,9.50,-3.18,10.08,6.58
20201120_19:00:16.78,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,2.56,1.83,1.18,3.36,54.46,4.75,4.02,1.37,6.37,49.76,4.02,-3.66,1.42,5.62,132.27,0.73,-0.73,1.86,2.13,135.00,0.37,-1.64,-3.40,3.80,167.47,-9.50,-10.23,-2.35,14.16,222.88,-24.49,0.37,3.13,24.69,270.86,5.48,-11.70,-0.64,12.93,154.89,1.10,9.50,-3.18,10.08,6.58
20201120_19:00:17.30,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,2.56,1.83,1.18,3.36,54.46,4.75,3.66,1.42,6.16,52.43,7.31,-3.29,0.93,8.07,114.23,0.73,-0.73,1.86,2.13,135.00,-2.19,-4.75,-3.48,6.28,204.78,-9.87,-10.23,-2.40,14.42,223.96,-24.49,0.37,3.13,24.69,270.86,5.48,-11.70,-0.64,12.93,154.89,1.10,9.50,-3.18,10.08,6.58
20201120_19:00:17.83,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,2.56,2.19,1.13,3.55,49.40,4.39,2.56,1.62,5.33,59.74,1.10,-1.28,1.49,2.25,139.40,0.73,0.37,2.01,2.17,63.43,-2.19,-4.75,-3.48,6.28,204.78,-9.87,-9.87,-2.45,14.17,225.00,-24.49,0.37,3.13,24.69,270.86,6.03,-11.70,-0.71,13.18,152.72,0.73,9.50,-3.23,10.06,4.40
20201120_19:00:18.36,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,2.56,2.19,1.13,3.55,49.40,3.66,2.56,1.62,4.75,55.01,0.91,-1.28,1.47,2.15,144.46,0.73,0.37,2.01,2.17,63.43,-10.78,-4.75,-2.33,12.01,246.22,-9.87,-9.87,-2.45,14.17,225.00,-24.49,0.37,3.13,24.69,270.86,6.03,-11.70,-0.71,13.18,152.72,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:18.88,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,6.21,2.19,0.64,6.62,70.56,3.29,2.56,1.57,4.45,52.13,0.91,2.92,1.59,3.45,17.35,0.73,0.37,2.01,2.17,63.43,-10.78,-4.75,-2.33,12.01,246.22,-9.87,-9.87,-2.45,14.17,225.00,-24.49,0.37,3.13,24.69,270.86,6.03,-11.70,-0.71,13.18,152.72,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:19.41,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,6.58,1.64,0.66,6.81,75.96,6.21,2.56,1.18,6.82,67.62,0.91,3.29,1.64,3.79,15.52,0.73,0.37,2.01,2.17,63.43,-10.23,-4.57,-2.28,11.44,245.94,-9.87,6.03,-1.54,11.67,301.43,-24.49,0.37,3.13,24.69,270.86,6.03,-11.70,-0.71,13.18,152.72,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:19.94,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,6.03,1.10,0.56,6.16,79.70,5.48,4.02,1.08,6.88,53.75,0.91,3.29,1.64,3.79,15.52,0.73,0.37,2.01,2.17,63.43,-10.23,-4.57,-2.28,11.44,245.94,-10.23,10.60,-2.11,14.88,316.01,-24.49,0.37,3.13,24.69,270.86,6.03,-0.73,0.76,6.12,96.91,0.37,-1.46,-4.75,4.98,165.96
20201120_19:00:20.47,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,5.67,0.55,0.69,5.73,84.47,5.85,2.01,1.20,6.30,71.03,0.91,3.29,1.64,3.79,15.52,0.73,0.37,2.01,2.17,63.43,-10.23,-4.75,-2.25,11.51,245.10,-10.23,5.30,-1.54,11.63,297.38,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.37,-1.46,-4.75,4.98,165.96
20201120_19:00:20.99,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,4.75,1.10,0.49,4.90,77.01,4.02,3.29,1.27,5.35,50.71,0.73,3.29,1.62,3.74,12.53,-3.29,0.37,2.55,4.18,276.34,-10.23,-5.30,-2.18,11.73,242.62,-10.23,0.55,-0.91,10.29,273.07,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.37,-1.46,-4.75,4.98,165.96
20201120_19:00:21.52,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,4.75,1.10,0.49,4.90,77.01,4.02,3.29,1.27,5.35,50.71,0.73,2.92,1.57,3.40,14.04,-3.29,0.37,2.55,4.18,276.34,-9.69,-0.55,-1.47,9.81,266.76,-10.23,0.55,-0.91,10.29,273.07,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.37,-1.46,-4.75,4.98,165.96
20201120_19:00:22.05,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,4.39,1.10,0.54,4.55,75.96,4.75,-1.83,0.69,5.14,111.04,0.73,2.92,1.57,3.40,14.04,-4.75,0.37,2.35,5.31,274.40,-9.69,-0.55,-1.47,9.81,266.76,-4.57,0.00,-0.07,4.57,270.00,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.37,-1.46,-4.75,4.98,165.96
20201120_19:00:22.57,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,6.21,1.10,0.69,6.35,79.99,4.75,-1.83,0.69,5.14,111.04,0.73,0.37,1.22,1.47,63.43,-9.50,0.37,2.99,9.97,272.20,-18.28,-0.55,-0.32,18.29,268.28,1.10,0.00,0.69,1.29,90.00,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.55,-1.46,-4.73,4.98,159.44
20201120_19:00:23.10,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,6.21,1.10,0.69,6.35,79.99,5.12,-1.83,0.64,5.47,109.65,0.73,0.00,1.27,1.47,90.00,-9.50,0.37,2.99,9.97,272.20,-19.37,-0.55,-0.47,19.39,268.38,1.10,-0.55,0.76,1.44,116.57,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:23.63,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,6.21,1.46,0.64,6.42,76.76,4.75,-1.83,0.69,5.14,111.04,0.73,0.00,1.27,1.47,90.00,-9.50,-0.37,3.09,10.00,267.80,-18.28,-0.55,-0.32,18.29,268.28,1.10,-0.55,0.76,1.44,116.57,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:24.15,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,6.21,1.46,0.64,6.42,76.76,4.75,-1.83,0.69,5.14,111.04,0.73,0.37,1.22,1.47,63.43,-9.50,-0.37,3.09,10.00,267.80,-18.28,-0.55,-0.32,18.29,268.28,1.10,-0.55,0.76,1.44,116.57,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:24.68,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,6.21,1.46,0.64,6.42,76.76,4.75,-1.83,0.69,5.14,111.04,1.46,0.37,1.32,2.00,75.96,-9.50,-0.37,3.09,10.00,267.80,-10.97,-1.46,0.78,11.09,262.41,0.37,-6.03,0.12,6.04,176.53,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:25.21,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,5.48,2.19,0.64,5.94,68.20,5.12,-2.56,0.73,5.77,116.57,1.46,0.37,1.32,2.00,75.96,-9.50,-0.37,3.09,10.00,267.80,-10.97,-1.46,0.78,11.09,262.41,0.37,-6.03,0.12,6.04,176.53,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:25.74,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,5.48,2.19,0.64,5.94,68.20,5.12,-2.56,0.73,5.77,116.57,0.73,0.37,1.22,1.47,63.43,-9.50,-0.37,3.09,10.00,267.80,-10.97,-19.74,3.23,22.81,209.05,0.37,-10.97,-0.54,10.99,178.09,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:26.26,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,5.48,4.75,0.98,7.32,49.09,5.12,-0.73,1.08,5.28,98.13,1.83,0.37,1.37,2.31,78.69,-9.50,-0.37,3.09,10.00,267.80,8.77,-9.50,-0.78,12.96,137.29,0.37,-10.97,-0.54,10.99,178.09,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:26.79,99.9,99.9,999.9,001,0.37,-4.75,1.67,5.05,175.60,5.48,4.75,0.98,7.32,49.09,5.12,-0.37,1.03,5.23,94.09,0.73,1.64,1.40,2.28,23.96,-9.50,-0.37,3.09,10.00,267.80,8.77,-9.50,-0.78,12.96,137.29,0.37,-10.97,-0.54,10.99,178.09,-24.49,0.37,3.13,24.69,270.86,6.58,-0.73,0.69,6.66,96.34,0.73,-1.46,-4.70,4.98,153.43
20201120_19:00:27.32,99.9,99.9,999.9,001,-4.02,-4.75,1.08,6.32,220.24,4.57,4.75,1.10,6.68,43.88,5.12,-0.37,1.03,5.23,94.09,0.73,0.37,1.22,1.47,63.43,-9.50,-0.37,3.09,10.00,267.80,8.77,-9.50,-0.78,12.96,137.29,0.37,-10.23,-0.64,10.26,177.95,-24.49,-3.66,2.60,24.90,261.51,6.58,-0.73,0.69,6.66,96.34,0.73,-0.37,-4.85,4.92,116.57
20201120_19:00:27.84,99.9,99.9,999.9,001,-4.02,-4.75,1.08,6.32,220.24,4.57,4.57,1.08,6.55,45.00,5.12,-0.37,1.03,5.23,94.09,2.56,1.10,0.88,2.92,66.80,-9.50,-0.37,3.09,10.00,267.80,0.00,-9.50,-1.96,9.70,180.00,0.37,-10.23,-0.64,10.26,177.95,-24.49,-3.66,2.60,24.90,261.51,6.58,-0.73,0.69,6.66,96.34,0.73,-0.37,-4.85,4.92,116.57
20201120_19:00:28.37,99.9,99.9,999.9,001,-4.02,-4.75,1.08,6.32,220.24,2.56,4.75,1.37,5.57,28.30,4.02,1.10,0.98,4.28,74.74,2.56,1.10,0.88,2.92,66.80,-9.50,-0.37,3.09,10.00,267.80,0.00,-9.50,-1.96,9.70,180.00,0.91,-10.23,-0.71,10.30,174.90,-24.49,-15.90,0.95,29.21,237.01,6.58,-0.73,0.69,6.66,96.34,0.73,-0.37,-4.85,4.92,116.57
20201120_19:00:28.90,99.9,99.9,999.9,001,-4.02,-4.75,1.08,6.32,220.24,3.84,3.66,1.35,5.47,46.40,6.58,2.56,0.83,7.11,68.75,3.66,3.66,1.37,5.35,45.00,-9.14,-0.37,3.13,9.67,267.71,0.00,-9.50,-1.96,9.70,180.00,0.91,-10.23,-0.71,10.30,174.90,-24.49,-15.90,0.95,29.21,237.01,-5.48,-0.73,-0.93,5.61,262.41,0.73,-0.37,-4.85,4.92,116.57
20201120_19:00:29.42,99.9,99.9,999.9,001,-4.02,-4.75,1.08,6.32,220.24,5.30,3.66,1.15,6.54,55.41,6.58,-0.73,0.88,6.68,96.34,2.56,3.66,1.22,4.63,34.99,-9.14,-0.37,3.13,9.67,267.71,0.00,-9.87,-2.01,10.07,180.00,0.91,-9.87,-0.76,9.94,174.71,-24.49,-15.90,0.95,29.21,237.01,-5.48,-0.73,-0.93,5.61,262.41,0.73,-0.37,-4.85,4.92,116.57
