100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_17:00:05.28,99.9,99.9,999.9,001,3.84,-1.83,0.17,4.25,115.46,3.66,-1.10,0.24,3.82,106.70,4.02,0.73,0.24,4.09,79.70,5.12,1.83,0.15,5.44,70.35,-1.46,-1.83,4.16,4.78,218.66,-0.37,0.00,-3.09,3.11,270.00,-5.48,-1.10,-0.10,5.59,258.69,2.92,-8.77,4.60,10.33,161.57,-8.04,-0.73,1.57,8.23,264.81,-0.37,0.00,-4.85,4.86,270.00
20201120_17:00:05.80,99.9,99.9,999.9,001,3.84,-1.46,0.22,4.11,110.85,3.29,-1.83,0.20,3.77,119.05,4.02,0.37,0.29,4.05,84.81,5.12,1.83,0.24,5.44,70.35,-1.46,-1.83,4.16,4.78,218.66,-0.37,0.00,-3.09,3.11,270.00,-5.48,-1.10,-0.10,5.59,258.69,2.92,-8.77,4.60,10.33,161.57,-8.04,-0.73,1.57,8.23,264.81,-0.37,0.00,-4.85,4.86,270.00
20201120_17:00:06.33,99.9,99.9,999.9,001,4.75,-2.56,0.29,5.40,118.30,3.29,-2.19,0.15,3.96,123.69,4.02,0.37,0.29,4.05,84.81,5.48,1.46,0.24,5.68,75.07,-1.46,-1.83,4.16,4.78,218.66,-0.37,0.00,-3.09,3.11,270.00,-5.48,-1.10,-0.10,5.59,258.69,2.92,-8.77,4.60,10.33,161.57,-8.04,-0.73,1.57,8.23,264.81,-0.37,0.00,-4.85,4.86,270.00
20201120_17:00:06.86,99.9,99.9,999.9,001,4.39,-2.92,0.20,5.28,123.69,3.29,-2.56,0.10,4.17,127.87,4.02,0.37,0.29,4.05,84.81,5.12,1.46,0.29,5.33,74.05,-1.46,-1.83,4.16,4.78,218.66,-0.37,0.00,-3.09,3.11,270.00,-10.23,-1.10,-0.73,10.32,263.88,2.92,-8.77,4.60,10.33,161.57,-8.04,-0.73,1.57,8.23,264.81,-0.37,0.00,-4.85,4.86,270.00
20201120_17:00:07.39,99.9,99.9,999.9,001,4.39,-2.56,0.34,5.09,120.26,3.29,-2.92,0.15,4.40,131.63,4.02,0.00,0.24,4.03,90.00,5.12,1.46,0.29,5.33,74.05,-1.46,-1.83,4.16,4.78,218.66,-0.37,9.50,-1.81,9.68,357.80,-5.30,0.00,-0.02,5.30,270.00,2.92,-8.77,4.60,10.33,161.57,-8.04,-0.73,1.57,8.23,264.81,-0.37,0.00,-4.85,4.86,270.00
20201120_17:00:07.91,99.9,99.9,999.9,001,4.02,-2.56,0.39,4.78,122.47,3.29,-3.29,0.20,4.66,135.00,4.02,0.00,0.24,4.03,90.00,5.12,1.46,0.29,5.33,74.05,-1.46,-1.83,4.16,4.78,218.66,-0.37,1.10,-2.94,3.16,341.57,-0.37,0.00,0.64,0.73,270.00,2.92,-8.77,4.60,10.33,161.57,-15.72,-0.73,0.54,15.74,267.34,-0.37,0.00,-4.85,4.86,270.00
20201120_17:00:08.44,99.9,99.9,999.9,001,4.02,-2.56,0.39,4.78,122.47,3.29,-3.29,0.20,4.66,135.00,4.02,0.00,0.24,4.03,90.00,5.48,1.46,0.34,5.68,75.07,-1.46,-1.83,4.16,4.78,218.66,-0.37,1.10,-2.94,3.16,341.57,-0.37,0.00,0.64,0.73,270.00,2.92,0.37,5.83,6.53,82.87,-15.72,-0.73,0.54,15.74,267.34,23.03,0.00,-1.71,23.09,90.00
20201120_17:00:08.97,99.9,99.9,999.9,001,4.02,-1.46,0.24,4.29,109.98,3.29,-3.29,0.20,4.66,135.00,4.02,0.00,0.24,4.03,90.00,5.12,0.73,0.39,5.18,81.87,-6.58,-1.83,3.48,7.66,254.48,6.58,10.05,-0.81,12.04,33.21,-0.37,0.00,0.64,0.73,270.00,2.92,-2.56,6.22,7.33,131.19,-15.72,10.97,-1.32,19.21,304.90,4.02,0.00,0.83,4.11,90.00
20201120_17:00:09.49,99.9,99.9,999.9,001,4.02,-1.46,0.24,4.29,109.98,3.29,-3.29,0.20,4.66,135.00,4.02,0.00,0.24,4.03,90.00,5.12,-0.37,0.34,5.14,94.09,-11.70,-1.83,2.79,12.16,261.12,6.58,10.05,-0.81,12.04,33.21,-0.37,0.00,0.64,0.73,270.00,2.92,-2.56,6.22,7.33,131.19,-15.72,10.97,-1.32,19.21,304.90,4.02,0.00,0.83,4.11,90.00
20201120_17:00:10.02,99.9,99.9,999.9,001,3.66,-1.46,0.20,3.94,111.80,2.92,-2.92,0.20,4.14,135.00,4.02,0.00,0.24,4.03,90.00,5.12,-0.37,0.34,5.14,94.09,-11.70,-1.83,2.79,12.16,261.12,6.58,10.05,-0.81,12.04,33.21,-0.37,0.37,0.69,0.86,315.00,2.92,-2.56,6.22,7.33,131.19,-15.72,10.97,-1.32,19.21,304.90,4.02,0.00,0.83,4.11,90.00
20201120_17:00:10.55,99.9,99.9,999.9,001,3.11,-1.64,0.44,3.54,117.90,3.29,-2.56,0.20,4.17,127.87,4.02,0.00,0.24,4.03,90.00,5.12,-0.37,0.34,5.14,94.09,-11.70,-1.83,2.79,12.16,261.12,6.58,10.05,-0.81,12.04,33.21,5.48,0.55,-0.12,5.51,84.29,2.92,-2.56,6.22,7.33,131.19,-15.72,11.51,-1.25,19.52,306.22,4.02,0.00,0.83,4.11,90.00
20201120_17:00:11.07,99.9,99.9,999.9,001,3.11,-1.64,0.44,3.54,117.90,3.66,-2.56,0.24,4.47,124.99,4.02,0.37,0.20,4.04,84.81,5.48,-1.10,0.29,5.60,101.31,-11.70,-1.83,2.79,12.16,261.12,6.58,10.05,-0.81,12.04,33.21,11.33,0.18,-0.95,11.37,89.08,2.92,-2.56,6.22,7.33,131.19,-15.72,11.51,-1.25,19.52,306.22,4.02,0.00,0.83,4.11,90.00
20201120_17:00:11.60,99.9,99.9,999.9,001,3.11,-1.64,0.44,3.54,117.90,3.66,-2.56,0.24,4.47,124.99,4.75,0.37,0.10,4.77,85.60,5.48,-1.10,0.29,5.60,101.31,-11.70,-1.83,2.79,12.16,261.12,9.50,10.05,-1.20,13.89,43.39,11.70,0.18,-1.00,11.74,89.10,2.92,-2.56,6.22,7.33,131.19,-15.72,11.33,-1.27,19.42,305.79,4.02,0.00,0.83,4.11,90.00
20201120_17:00:12.13,99.9,99.9,999.9,001,3.11,-1.64,0.44,3.54,117.90,3.66,-2.56,0.24,4.47,124.99,4.39,0.37,0.05,4.40,85.24,5.85,-1.10,0.34,5.96,100.62,-11.70,-0.37,2.99,12.08,268.21,9.50,10.05,-1.20,13.89,43.39,11.70,0.00,-0.98,11.74,90.00,2.92,-2.56,6.22,7.33,131.19,-15.72,11.33,-1.27,19.42,305.79,4.02,0.00,0.83,4.11,90.00
20201120_17:00:12.66,99.9,99.9,999.9,001,3.84,-0.73,0.51,3.94,100.78,3.66,-2.56,0.24,4.47,124.99,4.75,0.37,0.10,4.77,85.60,5.85,-1.10,0.34,5.96,100.62,-11.70,-0.37,2.99,12.08,268.21,9.50,1.10,-2.40,9.86,83.42,11.70,10.60,-2.50,15.98,47.82,2.92,-2.56,6.22,7.33,131.19,-15.72,11.33,-1.27,19.42,305.79,4.02,0.00,0.83,4.11,90.00
20201120_17:00:13.18,99.9,99.9,999.9,001,3.84,-1.10,0.56,4.03,105.95,3.29,-2.56,0.29,4.18,127.87,4.39,0.37,0.05,4.40,85.24,5.48,-1.10,0.39,5.61,101.31,-11.70,-0.37,2.99,12.08,268.21,9.50,1.10,-2.40,9.86,83.42,11.70,10.60,-2.50,15.98,47.82,2.92,-2.56,6.22,7.33,131.19,-15.72,11.33,-1.27,19.42,305.79,4.02,0.00,0.83,4.11,90.00
20201120_17:00:13.71,99.9,99.9,999.9,001,3.84,-1.46,0.51,4.14,110.85,3.29,-2.56,0.29,4.18,127.87,3.66,0.37,0.15,3.68,84.29,5.48,-1.10,0.39,5.61,101.31,-11.70,-0.37,2.99,12.08,268.21,9.50,1.10,-2.40,9.86,83.42,11.70,10.60,-2.50,15.98,47.82,2.92,-2.56,6.22,7.33,131.19,-4.75,11.33,0.20,12.29,337.25,4.02,0.00,0.83,4.11,90.00
20201120_17:00:14.24,99.9,99.9,999.9,001,3.84,-1.10,0.56,4.03,105.95,3.66,-2.56,0.24,4.47,124.99,4.39,0.37,0.05,4.40,85.24,5.48,-1.10,0.39,5.61,101.31,-11.70,-0.37,2.99,12.08,268.21,9.50,1.46,-2.45,9.92,81.25,11.70,10.60,-2.50,15.98,47.82,2.92,-2.56,6.22,7.33,131.19,-4.75,11.70,0.24,12.63,337.89,4.02,-1.10,0.69,4.22,105.26
20201120_17:00:14.76,99.9,99.9,999.9,001,3.47,-1.10,0.61,3.69,107.53,3.29,-2.56,0.29,4.18,127.87,4.02,0.37,0.10,4.04,84.81,5.48,-0.73,0.34,5.54,97.59,-11.70,-0.37,2.99,12.08,268.21,9.50,1.46,-2.45,9.92,81.25,11.70,10.60,-2.50,15.98,47.82,2.92,-2.56,6.22,7.33,131.19,-4.75,11.70,0.24,12.63,337.89,5.85,-1.10,0.44,5.97,100.62
20201120_17:00:15.29,99.9,99.9,999.9,001,3.66,-1.10,0.64,3.87,106.70,3.29,-2.92,0.24,4.41,131.63,3.66,0.00,0.20,3.66,90.00,5.12,0.00,0.49,5.14,90.00,-12.43,-0.37,2.89,12.76,268.32,9.50,1.46,-2.45,9.92,81.25,11.70,10.60,-2.60,16.00,47.82,2.92,-2.56,6.22,7.33,131.19,-4.75,11.70,0.24,12.63,337.89,5.85,-1.10,0.44,5.97,100.62
20201120_17:00:15.82,99.9,99.9,999.9,001,3.66,-1.10,0.64,3.87,106.70,3.29,-2.92,0.34,4.41,131.63,3.66,0.00,0.20,3.66,90.00,4.75,-0.37,0.59,4.80,94.40,-12.43,-0.37,2.89,12.76,268.32,9.50,1.46,-2.45,9.92,81.25,11.70,10.60,-2.60,16.00,47.82,2.92,-2.56,6.22,7.33,131.19,-4.75,11.33,0.20,12.29,337.25,5.85,-1.10,0.44,5.97,100.62
20201120_17:00:16.34,99.9,99.9,999.9,001,4.02,-1.10,0.69,4.22,105.26,3.29,-2.92,0.34,4.41,131.63,3.66,0.00,0.20,3.66,90.00,4.75,0.00,0.54,4.78,90.00,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.73,-2.74,9.92,94.40,11.70,10.60,-2.60,16.00,47.82,2.92,-2.56,6.22,7.33,131.19,10.23,11.33,-1.81,15.38,42.09,5.85,-1.10,0.44,5.97,100.62
20201120_17:00:16.87,99.9,99.9,999.9,001,4.02,-1.46,0.73,4.34,109.98,3.29,-2.92,0.34,4.41,131.63,3.66,0.00,0.20,3.66,90.00,4.75,0.37,0.59,4.80,85.60,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.73,-2.74,9.92,94.40,11.70,10.60,-2.60,16.00,47.82,2.92,-2.56,6.22,7.33,131.19,10.23,11.33,-1.81,15.38,42.09,5.85,-1.10,0.44,5.97,100.62
20201120_17:00:17.40,99.9,99.9,999.9,001,2.92,-1.46,0.69,3.34,116.57,3.29,-2.92,0.34,4.41,131.63,3.29,0.00,0.24,3.30,90.00,4.75,0.37,0.59,4.80,85.60,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.73,-2.74,9.92,94.40,11.70,10.60,-2.60,16.00,47.82,2.92,-2.56,6.22,7.33,131.19,10.23,10.23,-1.67,14.57,45.00,5.85,-1.10,0.44,5.97,100.62
20201120_17:00:17.93,99.9,99.9,999.9,001,2.92,-1.83,0.64,3.51,122.01,3.29,-2.92,0.34,4.41,131.63,3.66,-0.37,0.24,3.68,95.71,4.75,0.73,0.64,4.85,81.25,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.73,-2.74,9.92,94.40,11.70,10.60,-2.60,16.00,47.82,2.92,-2.56,6.22,7.33,131.19,10.23,10.23,-1.67,14.57,45.00,5.85,-1.10,0.44,5.97,100.62
20201120_17:00:18.45,99.9,99.9,999.9,001,2.92,-1.83,0.64,3.51,122.01,3.29,-2.92,0.34,4.41,131.63,3.66,-0.37,0.24,3.68,95.71,4.75,0.73,0.64,4.85,81.25,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.73,-2.74,9.92,94.40,11.70,10.60,-2.60,16.00,47.82,2.92,-2.56,6.22,7.33,131.19,8.96,10.23,-1.49,13.68,41.19,12.43,-1.10,-0.44,12.48,95.04
20201120_17:00:18.98,99.9,99.9,999.9,001,3.29,-2.92,0.44,4.42,131.63,3.29,-2.92,0.34,4.41,131.63,3.66,-0.37,0.24,3.68,95.71,4.75,0.73,0.64,4.85,81.25,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.73,-2.74,9.92,94.40,11.70,10.60,-2.60,16.00,47.82,2.92,-2.56,6.22,7.33,131.19,8.96,10.23,-1.49,13.68,41.19,12.43,-1.10,-0.44,12.48,95.04
20201120_17:00:19.51,99.9,99.9,999.9,001,3.29,-2.92,0.44,4.42,131.63,3.29,-2.92,0.34,4.41,131.63,3.66,-0.37,0.34,3.69,95.71,4.75,0.73,0.64,4.85,81.25,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.73,-2.74,9.92,94.40,11.70,10.23,-2.64,15.77,48.81,2.92,-2.56,6.22,7.33,131.19,8.77,10.23,-1.37,13.55,40.60,12.43,-1.10,-0.44,12.48,95.04
20201120_17:00:20.03,99.9,99.9,999.9,001,3.66,-5.12,0.20,6.29,144.46,3.29,-2.92,0.34,4.41,131.63,3.66,-0.37,0.34,3.69,95.71,4.75,1.10,0.69,4.92,77.01,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.37,-2.79,9.91,92.20,11.70,10.23,-2.64,15.77,48.81,2.92,-2.56,6.22,7.33,131.19,8.77,9.14,-1.52,12.76,43.83,19.01,-1.10,-1.32,19.08,93.30
20201120_17:00:20.56,99.9,99.9,999.9,001,4.75,-4.75,0.00,6.72,135.00,3.29,-2.92,0.34,4.41,131.63,3.66,-0.37,0.34,3.69,95.71,4.75,1.10,0.69,4.92,77.01,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.37,-2.79,9.91,92.20,11.70,10.23,-2.64,15.77,48.81,2.92,-2.56,6.22,7.33,131.19,8.77,9.14,-1.52,12.76,43.83,19.01,-1.10,-1.32,19.08,93.30
20201120_17:00:21.09,99.9,99.9,999.9,001,4.75,-4.75,0.00,6.72,135.00,3.66,-2.92,0.29,4.69,128.66,4.39,0.00,0.29,4.40,90.00,4.75,1.10,0.69,4.92,77.01,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.55,-2.77,9.91,93.30,11.70,10.23,-2.64,15.77,48.81,2.92,-2.56,6.22,7.33,131.19,8.77,9.14,-1.52,12.76,43.83,19.01,-1.46,-1.27,19.11,94.40
20201120_17:00:21.62,99.9,99.9,999.9,001,4.75,-5.48,0.10,7.26,139.09,3.66,-2.92,0.29,4.69,128.66,4.39,0.00,0.29,4.40,90.00,4.75,1.46,0.64,5.01,72.90,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.55,-2.77,9.91,93.30,12.06,10.23,-2.60,16.03,49.69,2.92,-2.56,6.22,7.33,131.19,8.41,3.84,-0.76,9.27,65.46,19.01,0.00,-1.08,19.04,90.00
20201120_17:00:22.14,99.9,99.9,999.9,001,4.75,-5.48,0.10,7.26,139.09,3.66,-2.92,0.29,4.69,128.66,4.39,0.00,0.29,4.40,90.00,4.75,1.46,0.64,5.01,72.90,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.55,-2.77,9.91,93.30,12.06,10.23,-2.60,16.03,49.69,2.92,1.10,5.73,6.53,69.44,8.41,3.84,-0.76,9.27,65.46,19.01,0.00,-1.08,19.04,90.00
20201120_17:00:22.67,99.9,99.9,999.9,001,4.75,-5.48,0.10,7.26,139.09,4.02,-2.92,0.24,4.98,126.03,4.39,0.00,0.29,4.40,90.00,5.12,1.46,0.59,5.35,74.05,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.55,-2.77,9.91,93.30,12.06,10.23,-2.60,16.03,49.69,2.92,1.10,5.73,6.53,69.44,8.41,-1.46,-0.05,8.53,99.87,19.01,0.00,-1.08,19.04,90.00
20201120_17:00:23.20,99.9,99.9,999.9,001,5.30,-2.92,0.51,6.08,118.89,4.02,-2.92,0.24,4.98,126.03,4.39,0.00,0.29,4.40,90.00,5.48,1.46,0.54,5.70,75.07,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.55,-2.77,9.91,93.30,0.00,10.23,-1.08,10.29,0.00,2.92,1.10,5.73,6.53,69.44,8.41,-1.46,-0.05,8.53,99.87,19.01,-8.22,0.02,20.71,113.40
20201120_17:00:23.72,99.9,99.9,999.9,001,5.30,-2.19,0.42,5.75,112.48,4.02,-2.92,0.15,4.97,126.03,4.75,0.00,0.24,4.76,90.00,5.85,1.83,0.54,6.15,72.65,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.55,-2.77,9.91,93.30,0.37,10.23,-1.03,10.29,2.05,2.92,1.10,5.73,6.53,69.44,8.77,-2.01,-0.02,9.00,102.91,19.01,-8.22,0.02,20.71,113.40
20201120_17:00:24.25,99.9,99.9,999.9,001,4.75,-2.19,0.34,5.24,114.78,3.66,-2.56,0.15,4.46,124.99,4.75,-0.37,0.20,4.77,94.40,5.85,1.83,0.54,6.15,72.65,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.55,-2.77,9.91,93.30,0.37,10.23,-1.03,10.29,2.05,2.92,1.10,5.73,6.53,69.44,8.77,-2.01,-0.02,9.00,102.91,19.01,-0.37,-1.03,19.04,91.10
20201120_17:00:24.78,99.9,99.9,999.9,001,4.02,-2.56,0.29,4.77,122.47,3.66,-2.56,0.15,4.46,124.99,4.75,-0.37,0.20,4.77,94.40,6.21,1.83,0.59,6.50,73.61,-12.43,-0.37,2.89,12.76,268.32,9.50,-0.55,-2.77,9.91,93.30,0.37,10.23,-1.03,10.29,2.05,2.92,1.10,5.73,6.53,69.44,8.77,-2.01,-0.02,9.00,102.91,19.01,-0.37,-1.03,19.04,91.10
20201120_17:00:25.30,99.9,99.9,999.9,001,3.66,-2.19,0.29,4.27,120.96,3.66,-2.56,0.15,4.46,124.99,5.12,-0.37,0.15,5.13,94.09,6.21,1.83,0.69,6.51,73.61,-12.43,-0.37,2.89,12.76,268.32,6.58,-0.73,-2.35,7.02,96.34,0.37,10.23,-1.03,10.29,2.05,2.92,1.10,5.73,6.53,69.44,8.77,-2.01,-0.02,9.00,102.91,19.01,-0.37,-1.03,19.04,91.10
20201120_17:00:25.83,99.9,99.9,999.9,001,3.29,-2.56,0.39,4.19,127.87,3.66,-2.56,0.15,4.46,124.99,5.85,-0.73,0.10,5.89,97.13,6.21,1.83,0.69,6.51,73.61,-2.19,-0.37,1.52,2.69,260.54,6.58,2.92,-1.86,7.44,66.04,0.37,10.97,-0.93,11.01,1.91,2.92,1.10,5.73,6.53,69.44,8.77,-1.28,0.07,8.87,98.30,19.01,-0.37,-1.03,19.04,91.10
20201120_17:00:26.36,99.9,99.9,999.9,001,3.29,-2.56,0.39,4.19,127.87,3.66,-2.56,0.15,4.46,124.99,5.85,-0.73,0.10,5.89,97.13,5.48,1.83,0.78,5.83,71.57,-2.19,-0.37,1.52,2.69,260.54,5.48,2.92,-1.71,6.45,61.93,0.37,10.97,-0.93,11.01,1.91,2.92,1.10,5.73,6.53,69.44,8.77,-1.28,0.07,8.87,98.30,19.01,-8.04,-0.00,20.64,112.93
20201120_17:00:26.88,99.9,99.9,999.9,001,3.29,-2.19,0.34,3.97,123.69,3.66,-2.56,0.15,4.46,124.99,5.85,-0.73,0.10,5.89,97.13,5.48,1.83,0.78,5.83,71.57,-2.19,-0.37,1.52,2.69,260.54,5.48,-0.73,-2.20,5.95,97.59,0.37,10.97,-0.93,11.01,1.91,2.92,1.10,5.73,6.53,69.44,10.60,-1.83,-0.10,10.76,99.78,19.01,-8.04,-0.00,20.64,112.93
20201120_17:00:27.41,99.9,99.9,999.9,001,3.11,-4.39,0.02,5.38,144.69,4.02,-2.56,0.20,4.77,122.47,5.85,-0.73,0.10,5.89,97.13,5.48,1.83,0.78,5.83,71.57,-2.19,-0.37,1.52,2.69,260.54,5.48,6.58,-1.22,8.65,39.81,0.00,10.97,-0.98,11.01,0.00,2.92,1.10,5.73,6.53,69.44,10.60,-1.83,-0.10,10.76,99.78,19.01,-8.04,-0.00,20.64,112.93
20201120_17:00:27.94,99.9,99.9,999.9,001,3.11,-4.39,0.02,5.38,144.69,4.39,-2.92,0.20,5.28,123.69,5.85,-0.73,0.10,5.89,97.13,5.48,1.83,0.78,5.83,71.57,-2.19,-0.37,1.52,2.69,260.54,5.48,6.58,-1.22,8.65,39.81,0.00,10.97,-0.98,11.01,0.00,2.92,1.10,5.73,6.53,69.44,10.60,-1.83,-0.10,10.76,99.78,19.01,-8.04,-0.00,20.64,112.93
20201120_17:00:28.47,99.9,99.9,999.9,001,2.74,-5.12,-0.02,5.81,151.82,4.39,-3.29,0.15,5.48,126.87,5.85,-0.73,0.20,5.90,97.13,5.48,2.19,0.83,5.96,68.20,-2.19,-0.37,1.52,2.69,260.54,5.48,6.58,-1.22,8.65,39.81,-1.46,10.97,-0.78,11.09,352.41,2.92,1.10,5.73,6.53,69.44,10.60,-1.83,-0.10,10.76,99.78,19.01,0.00,-1.08,19.04,90.00
20201120_17:00:28.99,99.9,99.9,999.9,001,2.74,-5.12,-0.02,5.81,151.82,4.39,-3.66,0.20,5.71,129.81,5.85,-0.37,0.15,5.86,93.58,5.48,2.19,0.83,5.96,68.20,-2.19,-0.37,1.52,2.69,260.54,5.48,6.58,-1.22,8.65,39.81,-1.46,10.97,-0.78,11.09,352.41,2.92,1.10,5.73,6.53,69.44,10.60,-1.83,-0.10,10.76,99.78,19.01,0.00,-1.08,19.04,90.00
