100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_14:00:05.48,99.9,99.9,999.9,001,6.94,0.18,-0.12,6.95,88.49,5.85,0.37,0.15,5.86,86.42,6.58,-1.83,-0.15,6.83,105.52,4.75,-1.10,-0.29,4.89,102.99,4.39,-1.46,0.49,4.65,108.43,5.12,0.55,-0.07,5.15,83.88,-0.37,0.73,0.54,0.98,333.43,7.31,3.29,1.71,8.20,65.77,1.10,0.37,0.88,1.45,71.57,-0.37,0.37,-0.29,0.59,315.00
20201120_14:00:06.01,99.9,99.9,999.9,001,6.94,-0.37,-0.29,6.96,93.01,5.48,0.37,0.10,5.50,86.19,6.58,-1.46,-0.10,6.74,102.53,4.75,-1.10,-0.29,4.89,102.99,4.39,-1.46,0.49,4.65,108.43,5.12,0.00,0.00,5.12,90.00,-1.10,-0.37,0.59,1.30,251.57,7.31,3.29,1.71,8.20,65.77,1.10,0.73,0.93,1.61,56.31,-0.37,0.00,-0.24,0.44,270.00
20201120_14:00:06.53,99.9,99.9,999.9,001,6.94,-0.37,-0.29,6.96,93.01,5.48,0.37,0.10,5.50,86.19,6.58,-1.10,-0.05,6.67,99.46,4.75,-1.10,-0.29,4.89,102.99,4.39,-1.46,0.49,4.65,108.43,5.12,0.18,-0.02,5.12,87.95,-0.37,-0.37,0.49,0.71,225.00,7.31,3.29,1.71,8.20,65.77,1.10,0.73,0.93,1.61,56.31,-0.37,0.00,-0.24,0.44,270.00
20201120_14:00:07.06,99.9,99.9,999.9,001,5.85,-0.37,-0.15,5.86,93.58,5.48,0.37,0.10,5.50,86.19,6.21,-1.10,0.00,6.31,100.01,4.39,-1.10,-0.24,4.53,104.04,3.66,-1.46,0.39,3.96,111.80,5.12,0.37,-0.05,5.13,85.91,-0.37,-0.73,0.54,0.98,206.57,7.31,3.29,1.71,8.20,65.77,1.10,0.73,0.93,1.61,56.31,-0.37,0.00,-0.24,0.44,270.00
20201120_14:00:07.59,99.9,99.9,999.9,001,5.85,-0.37,-0.15,5.86,93.58,5.12,0.37,0.05,5.13,85.91,6.21,-0.73,-0.15,6.26,96.71,4.39,-0.73,-0.20,4.45,99.46,3.66,-1.83,0.44,4.11,116.57,5.12,-1.10,-0.24,5.24,102.09,0.00,-0.73,0.59,0.94,180.00,7.31,3.29,1.71,8.20,65.77,1.10,0.73,0.93,1.61,56.31,-0.37,0.00,-0.24,0.44,270.00
20201120_14:00:08.12,99.9,99.9,999.9,001,5.12,-0.37,-0.24,5.14,94.09,4.02,0.37,-0.10,4.04,84.81,6.21,-0.73,-0.15,6.26,96.71,4.75,-0.73,-0.15,4.81,98.75,3.66,-1.46,0.49,3.97,111.80,5.12,-1.10,-0.24,5.24,102.09,-0.37,-1.10,0.59,1.30,198.43,7.31,3.29,1.71,8.20,65.77,-0.73,0.73,1.18,1.57,315.00,-0.37,0.37,-0.20,0.55,315.00
20201120_14:00:08.64,99.9,99.9,999.9,001,5.85,-0.37,-0.15,5.86,93.58,3.66,0.37,-0.05,3.67,84.29,6.21,-0.73,-0.15,6.26,96.71,4.75,-0.73,-0.15,4.81,98.75,3.66,-1.83,0.44,4.11,116.57,5.12,-1.10,-0.24,5.24,102.09,-0.37,-1.10,0.69,1.34,198.43,3.47,0.73,1.54,3.87,78.11,-0.73,0.73,1.18,1.57,315.00,0.00,0.37,-0.15,0.39,0.00
20201120_14:00:09.17,99.9,99.9,999.9,001,6.94,0.73,-0.15,6.98,83.99,3.66,0.00,0.00,3.66,90.00,6.21,-0.73,-0.15,6.26,96.71,4.75,-0.37,-0.10,4.77,94.40,4.02,-1.83,0.39,4.43,114.44,4.93,-0.55,-0.24,4.97,96.34,-0.55,-1.10,0.61,1.37,206.57,3.47,0.73,1.54,3.87,78.11,-0.73,0.00,1.27,1.47,270.00,0.00,0.37,-0.15,0.39,0.00
20201120_14:00:09.70,99.9,99.9,999.9,001,6.94,0.73,-0.15,6.98,83.99,3.66,0.00,0.00,3.66,90.00,6.21,-0.73,-0.15,6.26,96.71,4.75,-0.37,-0.10,4.77,94.40,4.02,-1.83,0.39,4.43,114.44,5.12,-0.55,-0.22,5.15,96.12,-0.73,-1.10,0.64,1.46,213.69,3.47,0.73,1.54,3.87,78.11,-0.18,-0.37,1.20,1.27,206.57,0.37,0.73,-0.15,0.83,26.57
20201120_14:00:10.22,99.9,99.9,999.9,001,6.94,0.73,-0.15,6.98,83.99,2.92,0.00,-0.10,2.93,90.00,6.58,-0.73,-0.20,6.62,96.34,5.48,0.00,-0.15,5.48,90.00,3.66,-1.83,0.44,4.11,116.57,5.12,0.00,-0.20,5.12,90.00,-0.73,-1.10,0.64,1.46,213.69,3.47,0.73,1.54,3.87,78.11,-0.37,-0.37,1.08,1.19,225.00,0.37,0.73,-0.05,0.82,26.57
20201120_14:00:10.75,99.9,99.9,999.9,001,5.85,0.73,0.00,5.89,82.87,2.92,0.37,-0.05,2.95,82.87,6.94,-0.37,-0.20,6.96,93.01,5.48,0.00,-0.15,5.48,90.00,4.02,-1.83,0.39,4.43,114.44,5.12,0.00,-0.20,5.12,90.00,-1.10,-0.37,0.49,1.26,251.57,-0.37,0.00,0.93,1.00,270.00,0.00,-0.37,0.93,1.00,180.00,0.73,0.73,-0.10,1.04,45.00
20201120_14:00:11.28,99.9,99.9,999.9,001,5.85,1.10,-0.05,5.95,79.38,2.56,0.73,0.05,2.66,74.05,6.94,-0.37,-0.20,6.96,93.01,5.85,0.00,-0.20,5.85,90.00,4.02,-1.10,0.29,4.18,105.26,0.00,0.00,0.49,0.49,0.00,-1.10,-0.37,0.49,1.26,251.57,-0.55,0.00,0.71,0.90,270.00,-1.10,-0.37,1.08,1.58,251.57,0.73,0.73,-0.10,1.04,45.00
20201120_14:00:11.81,99.9,99.9,999.9,001,5.85,0.00,0.20,5.85,90.00,1.83,1.10,-0.10,2.13,59.04,6.58,-0.37,-0.24,6.59,93.18,5.85,0.00,-0.20,5.85,90.00,4.02,-1.10,0.29,4.18,105.26,0.00,0.00,0.49,0.49,0.00,-1.10,-0.37,0.49,1.26,251.57,-1.46,0.00,0.59,1.58,270.00,-0.37,-0.37,0.98,1.11,225.00,0.73,0.73,-0.10,1.04,45.00
20201120_14:00:12.33,99.9,99.9,999.9,001,5.85,1.10,0.05,5.95,79.38,1.10,0.73,-0.24,1.34,56.31,6.58,-0.37,-0.24,6.59,93.18,6.21,0.00,-0.15,6.22,90.00,4.02,-1.10,0.29,4.18,105.26,-0.18,0.00,0.47,0.50,270.00,-1.10,-0.37,0.49,1.26,251.57,-0.55,0.00,0.76,0.94,270.00,-0.37,-0.37,1.08,1.19,225.00,0.73,0.73,-0.10,1.04,45.00
20201120_14:00:12.86,99.9,99.9,999.9,001,5.85,0.73,0.00,5.89,82.87,3.29,0.37,0.00,3.31,83.66,6.21,0.00,-0.15,6.22,90.00,6.21,0.00,-0.15,6.22,90.00,4.02,-1.10,0.29,4.18,105.26,-0.18,0.00,0.47,0.50,270.00,-1.10,-0.37,0.49,1.26,251.57,-0.55,0.00,0.76,0.94,270.00,-0.37,-0.37,1.08,1.19,225.00,0.37,0.73,-0.05,0.82,26.57
20201120_14:00:13.39,99.9,99.9,999.9,001,5.85,1.10,0.05,5.95,79.38,3.29,0.73,-0.05,3.37,77.47,6.21,0.00,-0.15,6.22,90.00,6.21,0.00,-0.15,6.22,90.00,3.66,-1.10,0.34,3.83,106.70,-0.37,0.00,0.44,0.57,270.00,-0.73,-0.37,0.44,0.93,243.43,-0.55,0.00,0.76,0.94,270.00,-0.37,-1.10,0.88,1.45,198.43,0.37,0.73,-0.05,0.82,26.57
20201120_14:00:13.91,99.9,99.9,999.9,001,5.85,1.10,0.05,5.95,79.38,3.47,1.10,-0.07,3.64,72.47,6.21,0.00,-0.15,6.22,90.00,5.85,0.00,-0.10,5.85,90.00,3.29,-1.10,0.29,3.48,108.43,-0.37,0.00,0.44,0.57,270.00,-0.73,-0.37,0.44,0.93,243.43,-1.64,0.37,0.56,1.78,282.53,-0.37,-1.10,0.88,1.45,198.43,0.37,0.73,-0.05,0.82,26.57
20201120_14:00:14.44,99.9,99.9,999.9,001,3.66,0.73,-0.29,3.74,78.69,3.29,0.73,-0.15,3.37,77.47,6.21,-0.37,-0.20,6.23,93.37,5.12,-0.37,-0.15,5.13,94.09,3.29,-1.46,0.24,3.61,113.96,-0.18,-2.74,0.05,2.75,183.81,-0.73,-0.37,0.44,0.93,243.43,-1.64,0.37,0.56,1.78,282.53,-0.37,-1.10,0.88,1.45,198.43,0.37,0.73,-0.05,0.82,26.57
20201120_14:00:14.97,99.9,99.9,999.9,001,3.66,-1.46,-0.29,3.95,111.80,3.66,1.10,-0.15,3.82,73.30,6.21,-0.37,-0.10,6.23,93.37,5.12,-0.37,-0.15,5.13,94.09,3.29,-1.46,0.24,3.61,113.96,-0.37,-2.74,0.02,2.77,187.59,-0.37,-0.73,0.34,0.89,206.57,-2.38,0.55,0.44,2.48,282.99,-1.10,-1.10,0.88,1.78,225.00,0.37,0.37,0.00,0.52,45.00
20201120_14:00:15.49,99.9,99.9,999.9,001,3.66,-0.37,-0.44,3.70,95.71,3.66,0.37,-0.24,3.68,84.29,6.21,-0.37,-0.10,6.23,93.37,4.75,-1.46,-0.15,4.97,107.10,3.66,-1.10,0.34,3.83,106.70,-0.37,-3.11,0.02,3.13,186.71,-0.73,-0.73,0.39,1.11,225.00,-2.38,0.37,0.42,2.44,278.75,-1.10,-0.73,0.93,1.61,236.31,0.37,0.37,0.00,0.52,45.00
20201120_14:00:16.02,99.9,99.9,999.9,001,3.66,-1.46,-0.59,3.98,111.80,4.39,0.37,-0.24,4.41,85.24,6.58,-0.37,-0.05,6.59,93.18,4.75,-1.46,-0.15,4.97,107.10,3.66,-1.10,0.34,3.83,106.70,-0.37,-0.37,0.39,0.65,225.00,-0.37,-0.73,0.34,0.89,206.57,-2.38,0.37,0.37,2.43,278.75,-1.46,-1.10,0.93,2.05,233.13,0.37,0.37,0.00,0.52,45.00
20201120_14:00:16.55,99.9,99.9,999.9,001,3.66,0.37,-0.34,3.69,84.29,4.75,0.37,-0.29,4.77,85.60,6.58,-0.37,-0.05,6.59,93.18,4.75,-1.83,-0.20,5.09,111.04,3.66,-1.46,0.39,3.96,111.80,-0.37,-0.73,0.44,0.93,206.57,0.00,-0.73,0.39,0.83,180.00,-2.56,0.37,0.39,2.61,278.13,-1.46,-0.73,0.98,1.91,243.43,0.37,0.00,-0.05,0.37,90.00
20201120_14:00:17.07,99.9,99.9,999.9,001,3.47,0.37,-0.32,3.51,83.99,5.48,0.37,-0.39,5.51,86.19,6.58,-0.37,-0.05,6.59,93.18,5.48,-1.83,-0.20,5.78,108.43,3.66,-1.46,0.39,3.96,111.80,5.12,-0.73,-0.29,5.18,98.13,0.37,-0.73,0.34,0.89,153.43,-2.92,0.37,0.34,2.97,277.13,-1.46,-0.37,0.93,1.77,255.96,0.37,0.00,-0.05,0.37,90.00
20201120_14:00:17.60,99.9,99.9,999.9,001,4.57,0.73,-0.22,4.63,80.91,5.85,0.00,-0.39,5.86,90.00,6.94,-0.37,-0.00,6.95,93.01,5.48,-1.83,-0.20,5.78,108.43,4.39,-1.46,0.39,4.64,108.43,5.12,-0.37,-0.34,5.14,94.09,0.00,-0.37,0.34,0.50,180.00,-6.03,0.37,-0.07,6.04,273.47,-1.64,-0.37,0.91,1.91,257.47,0.73,0.37,-0.05,0.82,63.43
20201120_14:00:18.13,99.9,99.9,999.9,001,4.57,1.46,-0.12,4.80,72.26,6.21,0.00,-0.34,6.22,90.00,7.31,-0.37,0.05,7.32,92.86,5.12,-1.83,-0.15,5.44,109.65,4.39,-1.46,0.39,4.64,108.43,2.38,-0.37,0.02,2.40,98.75,0.37,-0.37,0.29,0.59,135.00,-6.03,-0.37,0.02,6.04,266.53,-1.64,-0.37,0.91,1.91,257.47,0.73,0.37,-0.05,0.82,63.43
20201120_14:00:18.66,99.9,99.9,999.9,001,6.21,1.10,-0.39,6.32,79.99,6.21,0.00,-0.34,6.22,90.00,7.31,-0.37,0.05,7.32,92.86,4.75,-1.83,-0.10,5.09,111.04,4.75,-1.10,0.49,4.90,102.99,2.38,-0.73,0.07,2.49,107.10,1.83,-0.37,0.49,1.93,101.31,-6.03,-0.37,0.02,6.04,266.53,-1.46,-0.37,0.93,1.77,255.96,1.10,0.37,-0.10,1.16,71.57
20201120_14:00:19.18,99.9,99.9,999.9,001,6.21,1.46,-0.44,6.40,76.76,6.21,-0.73,-0.24,6.26,96.71,7.31,-0.37,0.05,7.32,92.86,4.75,-1.83,-0.10,5.09,111.04,5.12,-1.10,0.54,5.26,102.09,2.38,-0.73,0.07,2.49,107.10,1.46,-0.37,0.54,1.60,104.04,-9.14,-0.37,-0.39,9.15,267.71,0.37,-0.37,1.18,1.28,135.00,1.10,0.37,-0.10,1.16,71.57
20201120_14:00:19.71,99.9,99.9,999.9,001,6.94,1.46,-0.34,7.11,78.11,6.21,-0.73,-0.24,6.26,96.71,7.31,0.00,0.00,7.31,90.00,4.75,-1.83,-0.10,5.09,111.04,5.12,-1.10,0.54,5.26,102.09,2.38,-0.73,0.07,2.49,107.10,1.64,-0.37,0.56,1.78,102.53,-9.14,-0.37,-0.39,9.15,267.71,0.37,-0.37,1.18,1.28,135.00,1.10,0.37,-0.10,1.16,71.57
20201120_14:00:20.24,99.9,99.9,999.9,001,6.94,1.46,-0.34,7.11,78.11,6.21,-0.73,-0.24,6.26,96.71,7.31,0.00,0.00,7.31,90.00,4.39,-1.46,-0.10,4.62,108.43,5.12,-1.10,0.54,5.26,102.09,2.38,-0.73,0.07,2.49,107.10,1.64,-0.37,0.56,1.78,102.53,-9.14,-0.37,-0.39,9.15,267.71,0.37,-0.37,1.18,1.28,135.00,1.10,0.37,-0.10,1.16,71.57
20201120_14:00:20.76,99.9,99.9,999.9,001,6.94,1.46,-0.34,7.11,78.11,5.85,-1.46,-0.29,6.04,104.04,6.94,0.00,0.05,6.95,90.00,4.39,-1.46,-0.10,4.62,108.43,4.75,-1.10,0.59,4.91,102.99,2.38,-0.73,0.07,2.49,107.10,1.64,0.00,0.61,1.76,90.00,-9.14,-0.73,-0.44,9.18,265.43,0.37,0.00,1.22,1.28,90.00,1.10,0.37,-0.10,1.16,71.57
20201120_14:00:21.29,99.9,99.9,999.9,001,3.29,1.46,0.15,3.60,66.04,5.85,-1.46,-0.29,6.04,104.04,6.94,0.00,0.05,6.95,90.00,4.39,-1.10,-0.15,4.52,104.04,4.75,-1.10,0.59,4.91,102.99,2.38,-0.73,0.07,2.49,107.10,1.64,0.00,0.61,1.76,90.00,-9.14,-0.73,-0.44,9.18,265.43,0.37,0.00,1.22,1.28,90.00,1.10,0.73,-0.15,1.33,56.31
20201120_14:00:21.82,99.9,99.9,999.9,001,3.29,0.37,0.00,3.31,83.66,5.48,-1.46,-0.24,5.68,104.93,6.94,-0.37,0.00,6.95,93.01,4.02,-1.10,-0.10,4.17,105.26,4.75,-1.10,0.59,4.91,102.99,2.38,-0.73,0.07,2.49,107.10,1.83,-0.37,0.59,1.95,101.31,-9.14,-0.73,-0.44,9.18,265.43,5.12,0.00,0.49,5.14,90.00,0.73,0.37,-0.05,0.82,63.43
20201120_14:00:22.34,99.9,99.9,999.9,001,4.93,0.18,-0.24,4.94,87.88,5.12,-1.10,-0.34,5.24,102.09,6.58,-0.37,0.05,6.59,93.18,4.02,-1.10,-0.10,4.17,105.26,4.39,-0.73,0.69,4.50,99.46,0.00,-0.73,0.49,0.88,180.00,0.55,0.00,0.66,0.86,90.00,-9.14,-0.73,-0.44,9.18,265.43,4.75,0.00,0.44,4.77,90.00,0.73,0.73,-0.10,1.04,45.00
20201120_14:00:22.87,99.9,99.9,999.9,001,4.57,0.18,-0.29,4.58,87.71,5.12,-0.73,-0.29,5.18,98.13,6.58,-0.37,0.05,6.59,93.18,3.29,-1.10,-0.10,3.47,108.43,2.92,-0.73,0.49,3.05,104.04,0.00,-1.28,0.61,1.42,180.00,-0.37,-0.37,0.59,0.78,225.00,0.00,-1.10,0.73,1.32,180.00,4.75,0.00,0.44,4.77,90.00,0.73,0.37,-0.05,0.82,63.43
20201120_14:00:23.40,99.9,99.9,999.9,001,4.39,0.18,-0.27,4.40,87.61,5.12,-0.37,-0.34,5.14,94.09,6.58,-0.73,0.00,6.62,96.34,2.92,-1.10,-0.05,3.12,110.56,2.56,0.00,0.64,2.64,90.00,0.00,-1.46,0.59,1.58,180.00,-0.73,0.00,0.49,0.88,270.00,0.00,-1.10,0.73,1.32,180.00,4.75,0.18,0.47,4.78,87.80,0.37,0.73,-0.15,0.83,26.57
20201120_14:00:23.93,99.9,99.9,999.9,001,4.75,0.55,-0.27,4.79,83.42,4.39,-0.37,-0.44,4.42,94.76,6.58,-0.73,0.00,6.62,96.34,2.92,-1.10,-0.05,3.12,110.56,2.56,0.00,0.64,2.64,90.00,0.00,-1.46,0.59,1.58,180.00,0.00,0.00,0.39,0.39,0.00,0.00,-1.10,0.73,1.32,180.00,4.75,0.18,0.47,4.78,87.80,0.37,0.73,-0.15,0.83,26.57
20201120_14:00:24.45,99.9,99.9,999.9,001,4.75,1.28,-0.37,4.93,74.93,4.75,0.00,-0.44,4.77,90.00,6.58,-0.37,-0.05,6.59,93.18,2.56,-0.73,0.05,2.66,105.95,2.56,0.00,0.64,2.64,90.00,0.00,-0.37,0.73,0.82,180.00,0.00,0.00,0.39,0.39,0.00,0.00,-1.10,0.73,1.32,180.00,2.92,0.37,0.73,3.04,82.87,0.37,0.73,-0.15,0.83,26.57
20201120_14:00:24.98,99.9,99.9,999.9,001,4.75,1.64,-0.42,5.05,70.91,4.39,0.00,-0.49,4.41,90.00,6.58,-0.37,-0.05,6.59,93.18,2.19,-0.37,0.15,2.23,99.46,1.10,0.00,0.44,1.18,90.00,0.00,-0.73,0.69,1.00,180.00,-1.10,0.37,0.59,1.30,288.43,0.73,-1.10,0.64,1.46,146.31,1.10,0.37,0.98,1.52,71.57,0.00,0.73,-0.20,0.76,0.00
20201120_14:00:25.51,99.9,99.9,999.9,001,4.75,1.64,-0.42,5.05,70.91,4.39,0.37,-0.44,4.42,85.24,6.21,-0.37,-0.10,6.23,93.37,2.19,-0.37,0.15,2.23,99.46,2.56,-0.73,0.54,2.72,105.95,0.00,-0.73,0.69,1.00,180.00,0.00,0.37,0.44,0.57,0.00,0.73,-1.10,0.64,1.46,146.31,1.10,0.37,0.98,1.52,71.57,0.00,0.73,-0.20,0.76,0.00
20201120_14:00:26.03,99.9,99.9,999.9,001,4.75,1.83,-0.39,5.11,68.96,5.12,0.37,-0.73,5.18,85.91,5.85,-0.73,-0.10,5.89,97.13,2.56,-0.37,0.20,2.59,98.13,2.56,-0.73,0.54,2.72,105.95,0.00,-0.73,0.69,1.00,180.00,0.00,-0.37,0.44,0.57,180.00,0.73,-1.10,0.64,1.46,146.31,0.73,0.18,0.91,1.18,75.96,0.00,0.37,-0.15,0.39,0.00
20201120_14:00:26.56,99.9,99.9,999.9,001,4.75,2.56,-0.29,5.40,61.70,5.85,0.73,-0.78,5.95,82.87,6.21,-0.73,-0.15,6.26,96.71,2.56,-0.37,0.20,2.59,98.13,2.56,-1.10,0.59,2.85,113.20,0.00,-1.10,0.64,1.27,180.00,0.00,-0.73,0.49,0.88,180.00,0.73,-1.10,0.64,1.46,146.31,0.73,0.18,0.91,1.18,75.96,0.00,0.37,-0.15,0.39,0.00
20201120_14:00:27.09,99.9,99.9,999.9,001,4.75,1.83,-0.39,5.11,68.96,6.58,0.73,-0.69,6.66,83.66,6.21,-1.46,-0.05,6.38,103.24,2.56,-0.37,0.20,2.59,98.13,2.56,-1.46,0.54,3.00,119.74,0.00,-1.10,0.64,1.27,180.00,0.00,-0.73,0.49,0.88,180.00,0.73,-1.10,0.64,1.46,146.31,0.37,0.18,0.95,1.04,63.43,0.00,0.37,-0.15,0.39,0.00
20201120_14:00:27.62,99.9,99.9,999.9,001,4.75,2.56,-0.29,5.40,61.70,6.94,0.37,-0.69,6.99,86.99,6.58,-1.83,-0.15,6.83,105.52,2.92,-0.37,0.15,2.95,97.13,2.56,-1.46,0.54,3.00,119.74,0.00,-1.10,0.64,1.27,180.00,0.00,-0.73,0.49,0.88,180.00,0.73,-1.10,0.64,1.46,146.31,0.37,-1.10,1.08,1.58,161.57,0.37,0.37,-0.20,0.55,45.00
20201120_14:00:28.14,99.9,99.9,999.9,001,4.75,2.56,-0.29,5.40,61.70,6.94,0.37,-0.69,6.99,86.99,6.94,-1.83,-0.20,7.18,104.74,3.29,-0.37,0.10,3.31,96.34,3.29,-1.46,0.44,3.63,113.96,0.00,-1.46,0.59,1.58,180.00,-0.37,-1.10,0.49,1.26,198.43,0.00,-1.10,0.54,1.22,180.00,0.37,-1.10,1.08,1.58,161.57,0.37,0.37,-0.20,0.55,45.00
20201120_14:00:28.67,99.9,99.9,999.9,001,5.12,2.19,-0.29,5.58,66.80,6.94,0.00,-0.73,6.98,90.00,6.94,-2.19,-0.24,7.29,107.53,3.29,-0.73,0.05,3.37,102.53,3.29,-1.46,0.44,3.63,113.96,0.00,-1.10,0.64,1.27,180.00,-1.46,-1.10,0.64,1.94,233.13,0.00,-1.10,0.54,1.22,180.00,0.37,-0.91,1.05,1.44,158.20,0.73,0.37,-0.24,0.85,63.43
20201120_14:00:29.20,99.9,99.9,999.9,001,5.12,2.19,-0.29,5.58,66.80,6.94,0.00,-0.73,6.98,90.00,6.94,-2.56,-0.29,7.41,110.22,3.29,-0.73,0.05,3.37,102.53,4.39,-1.46,0.49,4.65,108.43,0.00,-1.10,0.64,1.27,180.00,-1.46,-1.10,0.64,1.94,233.13,0.00,-1.10,0.54,1.22,180.00,0.73,-0.91,1.00,1.54,141.34,0.73,0.37,-0.24,0.85,63.43
