100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_13:00:05.52,99.9,99.9,999.9,001,4.75,0.00,-0.34,4.76,90.00,3.29,0.37,-0.39,3.33,83.66,4.39,-0.73,-0.39,4.46,99.46,2.19,-1.10,-0.15,2.46,116.57,2.92,-1.83,0.34,3.47,122.01,1.46,1.46,-2.45,3.20,45.00,0.73,-0.18,0.51,0.91,104.04,-5.85,17.55,0.00,18.49,341.57,-0.37,-12.06,-0.10,12.07,181.74,-22.66,5.85,3.82,23.71,284.47
20201120_13:00:06.05,99.9,99.9,999.9,001,4.75,1.10,-0.20,4.88,77.01,3.29,0.37,-0.39,3.33,83.66,4.02,-0.73,-0.24,4.09,100.30,2.56,-0.73,-0.05,2.66,105.95,2.92,-3.29,0.15,4.40,138.37,1.46,1.46,-2.45,3.20,45.00,0.37,-0.18,0.47,0.62,116.57,-5.85,17.55,0.00,18.49,341.57,-0.37,-12.06,-0.10,12.07,181.74,-22.66,5.85,3.82,23.71,284.47
20201120_13:00:06.58,99.9,99.9,999.9,001,4.75,1.10,-0.20,4.88,77.01,3.29,1.46,-0.24,3.61,66.04,4.39,-0.73,-0.20,4.45,99.46,1.83,-0.73,-0.05,1.97,111.80,3.29,-1.10,0.39,3.49,108.43,-1.10,0.73,-2.89,3.18,303.69,0.00,-0.18,0.42,0.45,180.00,-5.85,17.55,0.00,18.49,341.57,-0.37,-12.06,-0.10,12.07,181.74,-22.66,5.85,3.82,23.71,284.47
20201120_13:00:07.10,99.9,99.9,999.9,001,4.20,1.10,-0.12,4.35,75.38,3.29,-0.37,-0.39,3.33,96.34,4.02,-0.73,-0.24,4.09,100.30,1.83,-0.73,-0.05,1.97,111.80,3.29,-1.10,0.39,3.49,108.43,-1.10,0.73,-2.89,3.18,303.69,-0.55,-1.10,0.47,1.31,206.57,-5.85,17.55,0.00,18.49,341.57,0.37,-12.06,-0.20,12.07,178.26,-22.66,5.85,3.82,23.71,284.47
20201120_13:00:07.63,99.9,99.9,999.9,001,5.48,1.10,-0.10,5.59,78.69,3.29,-0.37,-0.39,3.33,96.34,4.02,-1.46,-0.24,4.29,109.98,1.83,-1.10,-0.10,2.13,120.96,3.29,-1.10,0.39,3.49,108.43,-1.10,0.73,-2.89,3.18,303.69,-0.55,-1.10,0.47,1.31,206.57,-5.85,17.55,0.00,18.49,341.57,-0.18,-12.06,-0.12,12.06,180.87,-22.66,5.85,3.82,23.71,284.47
20201120_13:00:08.16,99.9,99.9,999.9,001,5.48,1.10,-0.10,5.59,78.69,3.29,-0.73,-0.34,3.39,102.53,3.66,-1.83,-0.24,4.09,116.57,1.83,-1.10,-0.10,2.13,120.96,3.47,-1.10,0.42,3.67,107.53,-1.10,0.73,-2.89,3.18,303.69,-0.55,-1.10,0.47,1.31,206.57,13.16,17.55,2.55,22.08,36.87,-0.18,-12.06,-0.12,12.06,180.87,-22.66,5.85,3.82,23.71,284.47
20201120_13:00:08.68,99.9,99.9,999.9,001,5.48,1.10,-0.10,5.59,78.69,3.29,0.00,-0.05,3.29,90.00,3.66,-1.83,-0.24,4.09,116.57,1.83,-1.10,-0.10,2.13,120.96,3.29,-1.10,0.44,3.50,108.43,-1.10,0.73,-2.89,3.18,303.69,-0.55,-1.10,0.47,1.31,206.57,13.16,17.55,2.55,22.08,36.87,0.00,-12.06,-0.15,12.06,180.00,-22.66,5.85,3.82,23.71,284.47
20201120_13:00:09.21,99.9,99.9,999.9,001,5.48,1.10,-0.10,5.59,78.69,3.29,-1.46,-0.24,3.61,113.96,3.29,-1.83,-0.20,3.77,119.05,2.19,-1.10,-0.15,2.46,116.57,2.92,-0.73,0.54,3.06,104.04,-1.10,1.46,-2.79,3.34,323.13,-0.55,-0.73,0.51,1.05,216.87,13.16,17.55,2.55,22.08,36.87,0.00,-4.02,0.83,4.11,180.00,-22.66,5.85,3.82,23.71,284.47
20201120_13:00:09.74,99.9,99.9,999.9,001,5.67,1.10,-0.07,5.77,79.05,2.92,0.00,-0.00,2.92,90.00,3.29,-1.83,-0.20,3.77,119.05,2.19,-1.46,-0.20,2.64,123.69,3.11,-0.73,0.56,3.24,103.24,-1.10,1.46,-2.79,3.34,323.13,-0.55,-0.73,0.51,1.05,216.87,13.16,17.55,2.55,22.08,36.87,0.00,3.66,1.86,4.10,0.00,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:10.27,99.9,99.9,999.9,001,5.30,0.55,-0.10,5.33,84.09,2.92,0.00,-0.00,2.92,90.00,3.29,-2.19,-0.15,3.96,123.69,2.19,-1.46,-0.20,2.64,123.69,3.84,-1.10,0.56,4.03,105.95,-1.10,1.46,-2.79,3.34,323.13,-0.37,-0.73,0.54,0.98,206.57,13.16,17.55,2.55,22.08,36.87,0.00,3.66,1.86,4.10,0.00,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:10.79,99.9,99.9,999.9,001,5.30,1.10,-0.02,5.41,78.31,2.92,0.00,-0.00,2.92,90.00,3.29,-2.19,-0.15,3.96,123.69,2.56,-1.10,-0.10,2.79,113.20,3.84,-1.10,0.56,4.03,105.95,-1.10,1.46,-2.79,3.34,323.13,-0.37,0.00,0.64,0.73,270.00,13.16,17.55,2.55,22.08,36.87,0.00,3.66,1.86,4.10,0.00,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:11.32,99.9,99.9,999.9,001,5.30,1.10,-0.02,5.41,78.31,2.19,-0.37,0.05,2.22,99.46,3.29,-2.19,-0.15,3.96,123.69,2.56,-1.46,-0.15,2.95,119.74,3.84,-1.10,0.56,4.03,105.95,-0.91,2.56,-2.91,3.98,340.35,-0.37,0.00,0.64,0.73,270.00,13.16,17.55,2.55,22.08,36.87,0.00,3.66,1.86,4.10,0.00,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:11.85,99.9,99.9,999.9,001,5.30,1.10,-0.02,5.41,78.31,2.19,-0.37,0.05,2.22,99.46,3.29,-2.19,-0.15,3.96,123.69,3.29,-1.46,-0.05,3.60,113.96,3.84,-3.29,0.27,5.06,130.60,-0.73,2.56,-2.89,3.93,344.05,0.37,0.00,0.64,0.73,90.00,13.16,16.08,2.35,20.91,39.29,0.00,3.66,1.86,4.10,0.00,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:12.37,99.9,99.9,999.9,001,5.48,0.73,-0.05,5.53,82.41,2.19,-0.37,0.05,2.22,99.46,3.66,-2.19,-0.10,4.26,120.96,3.29,-1.46,-0.05,3.60,113.96,3.84,-3.66,0.32,5.31,133.60,-0.73,2.56,-2.89,3.93,344.05,0.37,-0.55,0.56,0.87,146.31,13.16,16.08,2.35,20.91,39.29,-0.37,3.66,1.91,4.14,354.29,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:12.90,99.9,99.9,999.9,001,5.12,1.46,-0.10,5.32,74.05,2.19,-0.37,0.05,2.22,99.46,3.29,-1.10,0.00,3.47,108.43,3.29,-1.46,-0.05,3.60,113.96,3.84,-4.02,0.27,5.57,136.33,-1.46,2.56,-2.79,4.06,330.26,0.00,-0.55,0.61,0.82,180.00,13.16,16.08,2.35,20.91,39.29,0.00,3.66,1.86,4.10,0.00,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:13.43,99.9,99.9,999.9,001,5.12,0.73,0.00,5.17,81.87,2.56,-0.73,-0.05,2.66,105.95,3.29,-1.10,0.00,3.47,108.43,3.29,-1.46,-0.05,3.60,113.96,4.39,-4.02,0.34,5.96,132.51,-1.46,2.56,-2.79,4.06,330.26,0.00,-0.55,0.61,0.82,180.00,13.16,16.08,2.35,20.91,39.29,0.00,3.66,1.86,4.10,0.00,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:13.95,99.9,99.9,999.9,001,5.12,0.73,0.00,5.17,81.87,2.56,-0.73,-0.05,2.66,105.95,3.29,-0.73,-0.05,3.37,102.53,3.29,-1.83,0.00,3.76,119.05,4.39,-4.02,0.34,5.96,132.51,-2.19,2.19,-2.64,4.08,315.00,0.73,-0.55,0.61,1.10,126.87,13.16,16.08,2.35,20.91,39.29,0.00,3.66,1.86,4.10,0.00,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:14.48,99.9,99.9,999.9,001,5.12,0.73,0.00,5.17,81.87,2.92,-0.73,-0.00,3.01,104.04,3.29,-0.73,-0.05,3.37,102.53,2.56,-1.83,-0.20,3.15,125.54,3.66,-4.02,0.24,5.44,137.73,-2.19,2.19,-2.64,4.08,315.00,0.73,-0.55,0.61,1.10,126.87,13.16,16.08,2.35,20.91,39.29,0.00,3.66,1.86,4.10,0.00,-22.66,23.03,1.52,32.34,315.46
20201120_13:00:15.01,99.9,99.9,999.9,001,4.75,0.73,-0.05,4.81,81.25,3.29,-0.73,-0.15,3.37,102.53,3.29,-0.73,-0.05,3.37,102.53,2.92,-1.83,-0.24,3.46,122.01,3.66,-4.39,0.20,5.71,140.19,-2.19,2.19,-2.64,4.08,315.00,0.73,-0.55,0.61,1.10,126.87,13.16,16.08,2.35,20.91,39.29,0.00,3.66,1.86,4.10,0.00,-22.66,15.72,0.54,27.58,304.74
20201120_13:00:15.54,99.9,99.9,999.9,001,4.75,0.73,-0.05,4.81,81.25,3.29,-1.83,-0.29,3.77,119.05,3.29,-0.73,-0.05,3.37,102.53,2.92,-1.83,-0.24,3.46,122.01,3.29,-4.39,0.15,5.48,143.13,-4.57,2.19,-2.33,5.58,295.64,1.10,-0.55,0.66,1.39,116.57,13.16,16.08,2.35,20.91,39.29,0.00,3.66,1.86,4.10,0.00,-22.66,15.72,0.54,27.58,304.74
20201120_13:00:16.06,99.9,99.9,999.9,001,4.75,0.73,-0.05,4.81,81.25,3.66,-1.83,-0.34,4.10,116.57,3.66,-0.73,-0.10,3.73,101.31,2.92,-1.83,-0.24,3.46,122.01,3.29,-4.75,0.20,5.78,145.30,-4.57,1.46,-2.42,5.37,287.74,1.10,-1.10,0.59,1.66,135.00,13.16,16.08,2.35,20.91,39.29,0.00,0.73,1.47,1.64,0.00,-22.66,15.72,0.54,27.58,304.74
20201120_13:00:16.59,99.9,99.9,999.9,001,4.75,0.73,-0.05,4.81,81.25,3.66,-2.19,-0.39,4.28,120.96,3.66,-0.73,-0.10,3.73,101.31,2.92,-1.83,-0.24,3.46,122.01,3.29,-4.75,0.20,5.78,145.30,-4.57,1.10,-2.38,5.26,283.50,1.10,-1.10,0.59,1.66,135.00,13.16,16.08,2.35,20.91,39.29,0.00,0.73,1.47,1.64,0.00,-22.66,15.72,0.54,27.58,304.74
20201120_13:00:17.12,99.9,99.9,999.9,001,4.75,0.73,-0.05,4.81,81.25,4.02,-1.83,-0.39,4.43,114.44,3.66,-0.37,-0.15,3.68,95.71,2.92,-1.83,-0.24,3.46,122.01,3.29,-4.20,0.17,5.34,141.95,-4.57,1.10,-2.38,5.26,283.50,0.73,-1.10,0.64,1.46,146.31,13.16,16.08,2.35,20.91,39.29,0.00,0.73,1.47,1.64,0.00,-22.66,15.35,0.59,27.38,304.11
20201120_13:00:17.64,99.9,99.9,999.9,001,4.39,1.10,0.05,4.52,75.96,4.02,-1.46,-0.44,4.30,109.98,3.66,-0.37,-0.15,3.68,95.71,2.92,-2.19,-0.20,3.66,126.87,2.19,-4.02,0.24,4.59,151.39,-6.94,1.10,-2.06,7.33,278.97,1.10,-1.10,0.59,1.66,135.00,13.16,13.16,1.96,18.71,45.00,0.00,0.73,1.47,1.64,0.00,-22.66,15.35,0.59,27.38,304.11
20201120_13:00:18.17,99.9,99.9,999.9,001,4.39,0.00,0.20,4.39,90.00,4.02,-1.46,-0.44,4.30,109.98,3.66,-1.10,-0.24,3.82,106.70,2.56,-2.19,-0.24,3.38,130.60,2.92,-4.39,0.10,5.27,146.31,-7.86,1.10,-1.93,8.17,277.94,1.10,-1.10,0.59,1.66,135.00,13.16,13.16,1.96,18.71,45.00,0.00,0.73,1.47,1.64,0.00,-22.66,15.72,0.64,27.59,304.74
20201120_13:00:18.70,99.9,99.9,999.9,001,4.57,0.00,0.17,4.57,90.00,4.02,-1.46,-0.44,4.30,109.98,3.29,0.00,-0.24,3.30,90.00,2.56,-2.19,-0.24,3.38,130.60,2.19,-4.39,0.20,4.91,153.43,-7.86,1.10,-1.93,8.17,277.94,1.10,-0.37,0.69,1.34,108.43,13.16,13.16,1.96,18.71,45.00,0.00,0.73,1.47,1.64,0.00,-22.66,15.72,0.64,27.59,304.74
20201120_13:00:19.22,99.9,99.9,999.9,001,4.57,0.00,0.17,4.57,90.00,3.66,-1.10,-0.54,3.85,106.70,3.29,0.00,-0.24,3.30,90.00,2.56,-2.19,-0.24,3.38,130.60,2.19,-3.66,0.29,4.27,149.04,-8.77,2.19,-1.67,9.19,284.04,0.55,-0.37,0.81,1.04,123.69,13.16,13.16,1.96,18.71,45.00,0.00,0.73,1.47,1.64,0.00,-22.66,15.72,0.64,27.59,304.74
20201120_13:00:19.75,99.9,99.9,999.9,001,4.57,2.19,0.47,5.09,64.36,3.66,1.10,-0.34,3.83,73.30,2.92,-0.37,-0.24,2.96,97.13,2.56,-2.92,-0.15,3.89,138.81,2.56,-3.66,0.34,4.47,145.01,-5.12,2.19,-2.15,5.97,293.20,0.55,-0.37,0.81,1.04,123.69,13.16,13.16,1.96,18.71,45.00,0.00,0.73,1.47,1.64,0.00,-22.66,15.72,0.64,27.59,304.74
20201120_13:00:20.28,99.9,99.9,999.9,001,4.75,2.19,0.44,5.25,65.22,3.29,1.10,-0.39,3.49,71.57,2.56,0.00,-0.24,2.57,90.00,2.56,-2.56,-0.10,3.62,135.00,2.19,-4.02,0.44,4.60,151.39,-5.12,2.19,-2.15,5.97,293.20,0.55,-0.37,0.81,1.04,123.69,13.16,13.16,1.96,18.71,45.00,0.00,0.73,1.47,1.64,0.00,-22.66,16.08,0.69,27.80,305.36
20201120_13:00:20.81,99.9,99.9,999.9,001,4.39,2.19,0.49,4.93,63.43,3.29,1.83,-0.39,3.78,60.95,2.56,0.00,-0.34,2.58,90.00,2.56,-1.83,-0.00,3.14,125.54,1.83,-4.02,0.39,4.43,155.56,-5.12,2.19,-2.15,5.97,293.20,0.55,0.73,0.66,1.13,36.87,13.16,13.16,1.96,18.71,45.00,-0.37,0.73,1.42,1.64,333.43,-22.66,5.12,2.15,23.33,282.72
20201120_13:00:21.33,99.9,99.9,999.9,001,4.39,2.19,0.49,4.93,63.43,3.29,2.19,-0.44,3.98,56.31,2.56,0.73,-0.24,2.67,74.05,2.56,-2.19,-0.05,3.37,130.60,1.83,-4.02,0.39,4.43,155.56,-5.12,2.19,-2.15,5.97,293.20,0.55,0.73,0.66,1.13,36.87,13.16,13.16,1.96,18.71,45.00,-0.37,0.73,1.42,1.64,333.43,-22.66,5.12,2.15,23.33,282.72
20201120_13:00:21.86,99.9,99.9,999.9,001,4.39,2.19,0.49,4.93,63.43,3.29,2.19,-0.44,3.98,56.31,2.56,0.73,-0.24,2.67,74.05,2.19,-2.19,-0.10,3.10,135.00,2.19,-4.02,0.34,4.59,151.39,-5.12,2.92,-2.06,6.24,299.74,0.37,0.73,0.64,1.04,26.57,13.16,13.16,1.96,18.71,45.00,-0.37,0.73,1.42,1.64,333.43,-22.66,5.12,2.15,23.33,282.72
20201120_13:00:22.39,99.9,99.9,999.9,001,4.39,2.19,0.49,4.93,63.43,3.29,2.19,-0.44,3.98,56.31,2.56,0.73,-0.24,2.67,74.05,2.19,-1.83,-0.15,2.86,129.81,2.56,-4.02,0.39,4.78,147.53,-5.12,2.92,-2.06,6.24,299.74,0.37,1.10,0.59,1.30,18.43,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-22.66,-5.85,3.62,23.68,255.53
20201120_13:00:22.91,99.9,99.9,999.9,001,3.66,2.92,0.49,4.71,51.34,3.66,2.19,-0.39,4.28,59.04,2.19,1.10,-0.34,2.48,63.43,2.92,-1.83,-0.15,3.45,122.01,2.92,-3.66,0.49,4.71,141.34,-1.46,2.92,-2.55,4.14,333.43,0.37,1.83,0.69,1.99,11.31,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-22.66,-5.85,3.62,23.68,255.53
20201120_13:00:23.44,99.9,99.9,999.9,001,3.66,2.92,0.49,4.71,51.34,3.66,2.19,-0.39,4.28,59.04,2.19,1.10,-0.34,2.48,63.43,2.92,-1.46,-0.10,3.27,116.57,2.92,-2.92,0.59,4.18,135.00,-1.46,2.92,-2.55,4.14,333.43,0.73,2.38,0.61,2.56,17.10,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-22.66,-5.85,3.62,23.68,255.53
20201120_13:00:23.97,99.9,99.9,999.9,001,2.19,2.92,0.69,3.72,36.87,4.02,2.19,-0.44,4.60,61.39,2.19,0.73,-0.39,2.34,71.57,3.29,-1.10,-0.20,3.47,108.43,2.92,-3.11,0.42,4.29,136.74,-1.46,2.92,-2.55,4.14,333.43,-0.73,2.92,0.69,3.09,345.96,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-23.76,-5.85,3.48,24.71,256.17
20201120_13:00:24.49,99.9,99.9,999.9,001,2.19,3.84,0.42,4.44,29.74,4.02,2.56,-0.39,4.78,57.53,2.56,0.73,-0.34,2.68,74.05,3.66,-0.73,-0.29,3.74,101.31,2.92,-1.83,0.44,3.48,122.01,-1.46,2.92,-2.55,4.14,333.43,-0.73,2.92,0.69,3.09,345.96,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-23.76,-5.85,3.48,24.71,256.17
20201120_13:00:25.02,99.9,99.9,999.9,001,2.19,3.29,0.34,3.97,33.69,4.02,1.83,-0.49,4.44,65.56,2.56,0.73,-0.34,2.68,74.05,3.66,-0.73,-0.29,3.74,101.31,2.92,-1.83,0.44,3.48,122.01,-2.56,2.92,-2.40,4.57,318.81,-0.73,3.11,0.71,3.27,346.76,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-23.76,-5.85,3.48,24.71,256.17
20201120_13:00:25.55,99.9,99.9,999.9,001,2.19,3.29,0.34,3.97,33.69,4.02,1.83,-0.49,4.44,65.56,2.56,1.46,-0.24,2.96,60.26,3.66,-0.73,-0.29,3.74,101.31,2.92,-2.56,0.34,3.90,131.19,-2.56,2.92,-2.40,4.57,318.81,-0.73,3.11,0.71,3.27,346.76,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-23.76,-5.85,3.48,24.71,256.17
20201120_13:00:26.08,99.9,99.9,999.9,001,3.66,3.29,0.15,4.92,48.01,4.02,1.83,-0.49,4.44,65.56,2.92,1.46,-0.20,3.28,63.43,3.66,-0.73,-0.29,3.74,101.31,2.38,-0.73,0.71,2.59,107.10,-2.56,2.92,-2.40,4.57,318.81,-0.91,3.47,0.64,3.65,345.26,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-23.76,-5.12,3.38,24.54,257.85
20201120_13:00:26.60,99.9,99.9,999.9,001,3.66,2.92,0.20,4.69,51.34,4.02,1.83,-0.49,4.44,65.56,2.92,1.10,-0.24,3.13,69.44,3.66,-0.73,-0.29,3.74,101.31,3.11,1.10,0.86,3.40,70.56,-2.56,2.92,-2.40,4.57,318.81,-0.18,3.47,0.54,3.52,356.99,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-23.76,-5.12,3.38,24.54,257.85
20201120_13:00:27.13,99.9,99.9,999.9,001,3.66,2.92,0.20,4.69,51.34,4.02,1.83,-0.49,4.44,65.56,3.29,1.46,-0.15,3.60,66.04,3.66,-0.73,-0.29,3.74,101.31,2.38,1.10,0.95,2.79,65.22,-2.56,2.74,-2.42,4.47,316.97,-0.37,2.56,0.64,2.66,351.87,11.70,13.16,1.76,17.69,41.63,0.00,0.73,1.37,1.55,0.00,-23.76,-5.12,3.38,24.54,257.85
20201120_13:00:27.66,99.9,99.9,999.9,001,3.66,2.92,0.20,4.69,51.34,4.02,1.83,-0.49,4.44,65.56,3.66,1.83,-0.05,4.09,63.43,3.66,-0.37,-0.24,3.68,95.71,2.56,1.46,1.03,3.12,60.26,-2.56,2.92,-2.40,4.57,318.81,0.18,1.64,0.83,1.85,6.34,11.70,13.16,1.76,17.69,41.63,-1.10,12.43,-0.34,12.48,354.96,-23.76,-5.12,3.38,24.54,257.85
20201120_13:00:28.18,99.9,99.9,999.9,001,3.11,2.92,0.27,4.28,46.74,4.02,1.83,-0.49,4.44,65.56,3.66,1.83,-0.05,4.09,63.43,3.66,-0.37,-0.24,3.68,95.71,2.56,1.46,1.03,3.12,60.26,-2.19,2.92,-2.45,4.40,323.13,0.73,2.74,0.81,2.95,14.93,11.70,13.16,1.76,17.69,41.63,-1.10,12.43,-0.34,12.48,354.96,-23.76,-5.12,3.38,24.54,257.85
20201120_13:00:28.71,99.9,99.9,999.9,001,4.02,2.92,0.15,4.97,53.97,4.02,1.83,-0.49,4.44,65.56,3.66,1.83,-0.05,4.09,63.43,3.29,0.00,-0.15,3.29,90.00,2.56,1.46,1.03,3.12,60.26,-2.19,2.92,-2.45,4.40,323.13,0.73,2.74,0.81,2.95,14.93,11.70,13.16,1.76,17.69,41.63,-1.10,12.43,-0.34,12.48,354.96,-23.76,-5.12,3.38,24.54,257.85
20201120_13:00:29.24,99.9,99.9,999.9,001,3.29,2.92,0.05,4.40,48.37,3.66,1.83,-0.54,4.12,63.43,3.66,2.92,-0.20,4.69,51.34,3.29,0.73,-0.24,3.38,77.47,2.74,4.75,0.61,5.52,29.98,-2.19,4.20,-2.28,5.26,332.45,0.73,2.74,0.81,2.95,14.93,11.70,13.16,1.76,17.69,41.63,-1.10,12.43,-0.34,12.48,354.96,-23.76,-5.12,3.38,24.54,257.85
